Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,160,217.391
3,400,434.783
4,640,652.174
5,840,869.565
6,1060,1086.96
7,1320,1304.35
8,1520,1521.74
9,1710,1739.13
10,1950,1956.52
11,2140,2173.91
12,2350,2391.3
1,2710,2608.7
2,2910,2826.09
3,3120,3043.48
4,3300,3260.87
5,3470,3478.26
6,3700,3695.65
7,3920,3913.04
8,4150,4130.43
9,4340,4347.83
10,4580,4565.22
11,4740,4782.61
12,5000,5000
1,5550,5437.61
2,5730,5646.54
3,5930,5855.47
4,6110,6064.39
5,6280,6273.32
6,6470,6482.25
7,6700,6691.17
8,6910,6900.1
9,7090,7109.03
10,7280,7317.95
11,7450,7526.88
12,7640,7735.81
1,7980,7944.73
2,8160,8153.66
3,8390,8362.59
4,8590,8571.51
5,8770,8780.44
6,8990,8989.37
7,9230,9198.29
8,9390,9407.22
9,9570,9616.15
10,9800,9825.07
11,9980,10034
12,10280,10242.9
1,10750,10681.9
2,10910,10887.7
3,11100,11093.6
4,11290,11299.5
5,11490,11505.3
6,11730,11711.2
7,11980,11917
8,12120,12122.9
9,12330,12328.8
10,12490,12534.6
11,12670,12740.5
12,12870,12946.4
1,13180,13152.2
2,13380,13358.1
3,13590,13564
4,13770,13769.8
5,13940,13975.7
6,14180,14181.5
7,14410,14387.4
8,14610,14593.3
9,14790,14799.1
10,14980,15005
11,15200,15210.9
12,15440,15416.7
1,15960,15869.2
2,16100,16074.7
3,16300,16280.3
4,16510,16485.8
5,16690,16691.4
6,16920,16896.9
7,17130,17102.5
8,17290,17308
9,17470,17513.6
10,17690,17719.1
11,17890,17924.7
12,18060,18130.2
1,18340,18335.8
2,18550,18541.3
3,18770,18746.9
4,18950,18952.4
5,19130,19158
6,19370,19363.6
7,19610,19569.1
8,19760,19774.7
9,19950,19980.2
10,20190,20185.8
11,20380,20391.3
12,20660,20596.9
1,21090,21037.2
2,21240,21241.8
3,21450,21446.4
4,21650,21651
5,21830,21855.6
6,22070,22060.2
7,22280,22264.8
8,22440,22469.4
9,22640,22674
10,22830,22878.6
11,23030,23083.2
12,23240,23287.8
1,23560,23492.4
2,23760,23697
3,23960,23901.6
4,24090,24106.2
5,24290,24310.8
6,24490,24515.5
7,24720,24720.1
8,24940,24924.7
9,25100,25129.3
10,25340,25333.9
11,25520,25538.5
12,25780,25743.1
1,26290,26195.3
2,26430,26399.9
3,26640,26604.6
4,26800,26809.2
5,27000,27013.8
6,27240,27218.4
7,27440,27423
8,27600,27627.7
9,27810,27832.3
10,28000,28036.9
11,28190,28241.5
12,28370,28446.1
1,28670,28650.8
2,28840,28855.4
3,29080,29060
4,29260,29264.6
5,29440,29469.2
6,29690,29673.8
7,29940,29878.5
8,30080,30083.1
9,30290,30287.7
10,30520,30492.3
11,30700,30696.9
12,30900,30901.6
1,31360,31342
2,31550,31545.6
3,31760,31749.2
4,31960,31952.8
5,32150,32156.4
6,32350,32360
7,32590,32563.6
8,32740,32767.2
9,32950,32970.8
10,33180,33174.4
11,33380,33378
12,33540,33581.6
1,33790,33785.2
2,34000,33988.8
3,34180,34192.4
4,34370,34396
5,34560,34599.6
6,34800,34803.2
7,35020,35006.8
8,35210,35210.4
9,35400,35414
10,35640,35617.6
11,35820,35821.2
12,36070,36024.8
1,36530,36475.7
2,36710,36679.8
3,36920,36883.8
4,37100,37087.8
5,37290,37291.8
6,37480,37495.8
7,37700,37699.8
8,37850,37903.8
9,38100,38107.8
10,38230,38311.8
11,38470,38515.8
12,38670,38719.8
1,38970,38923.8
2,39150,39127.9
3,39370,39331.9
4,39560,39535.9
5,39750,39739.9
6,39940,39943.9
7,40190,40147.9
8,40340,40351.9
9,40550,40555.9
10,40780,40759.9
11,40940,40963.9
12,41170,41167.9
1,41670,41617.4
2,41830,41821.6
3,42050,42025.9
4,42230,42230.1
5,42440,42434.4
6,42630,42638.6
7,42850,42842.9
8,43030,43047.2
9,43230,43251.4
10,43410,43455.7
11,43600,43659.9
12,43780,43864.2
1,44130,44068.4
2,44330,44272.7
3,44510,44477
4,44670,44681.2
5,44860,44885.5
6,45080,45089.7
7,45330,45294
8,45520,45498.2
9,45710,45702.5
10,45880,45906.8
