Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,280,215.652
3,450,431.304
4,690,646.957
5,900,862.609
6,1140,1078.26
7,1330,1293.91
8,1540,1509.57
9,1730,1725.22
10,2000,1940.87
11,2250,2156.52
12,2490,2372.17
1,2520,2587.83
2,2790,2803.48
3,3030,3019.13
4,3230,3234.78
5,3500,3450.43
6,3690,3666.09
7,3950,3881.74
8,4110,4097.39
9,4290,4313.04
10,4520,4528.7
11,4680,4744.35
12,4960,4960
1,5270,5343.97
2,5570,5549.25
3,5800,5754.53
4,6000,5959.82
5,6160,6165.1
6,6380,6370.38
7,6550,6575.66
8,6730,6780.94
9,6910,6986.22
10,7130,7191.5
11,7320,7396.78
12,7540,7602.06
1,7810,7807.34
2,8040,8012.62
3,8270,8217.9
4,8440,8423.18
5,8660,8628.47
6,8870,8833.75
7,9070,9039.03
8,9220,9244.31
9,9420,9449.59
10,9630,9654.87
11,9850,9860.15
12,10030,10065.4
1,10500,10479.5
2,10710,10682.6
3,10910,10885.7
4,11110,11088.8
5,11250,11291.8
6,11490,11494.9
7,11700,11698
8,11880,11901.1
9,12050,12104.2
10,12270,12307.2
11,12470,12510.3
12,12700,12713.4
1,12900,12916.5
2,13120,13119.6
3,13320,13322.6
4,13530,13525.7
5,13730,13728.8
6,13940,13931.9
7,14160,14134.9
8,14380,14338
9,14540,14541.1
10,14720,14744.2
11,14930,14947.3
12,15180,15150.3
1,15570,15560.7
2,15770,15762
3,15990,15963.3
4,16180,16164.6
5,16320,16365.9
6,16540,16567.2
7,16730,16768.5
8,16930,16969.9
9,17090,17171.2
10,17320,17372.5
11,17540,17573.8
12,17750,17775.1
1,18040,17976.4
2,18230,18177.8
3,18460,18379.1
4,18630,18580.4
5,18820,18781.7
6,18990,18983
7,19190,19184.3
8,19370,19385.7
9,19550,19587
10,19750,19788.3
11,19950,19989.6
12,20220,20190.9
1,20610,20599.7
2,20810,20800.1
3,21030,21000.4
4,21240,21200.8
5,21360,21401.1
6,21580,21601.5
7,21780,21801.8
8,21960,22002.2
9,22120,22202.5
10,22370,22402.9
11,22570,22603.2
12,22770,22803.6
1,23030,23003.9
2,23230,23204.3
3,23420,23404.6
4,23600,23605
5,23820,23805.3
6,24020,24005.7
7,24230,24206
8,24420,24406.4
9,24600,24606.7
10,24800,24807.1
11,24990,25007.4
12,25240,25207.8
1,25630,25620.2
2,25840,25820.3
3,26030,26020.5
4,26230,26220.7
5,26410,26420.9
6,26630,26621
7,26800,26821.2
