Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,210,215.217
3,470,430.435
4,580,645.652
5,830,860.87
6,1050,1076.09
7,1350,1291.3
8,1560,1506.52
9,1800,1721.74
10,2030,1936.96
11,2200,2152.17
12,2450,2367.39
1,2680,2582.61
2,2830,2797.83
3,3060,3013.04
4,3270,3228.26
5,3400,3443.48
6,3670,3658.7
7,3940,3873.91
8,4110,4089.13
9,4300,4304.35
10,4510,4519.57
11,4690,4734.78
12,4950,4950
1,5550,5408
2,5730,5612.62
3,5920,5817.23
4,6110,6021.84
5,6260,6226.46
6,6480,6431.07
7,6720,6635.69
8,6790,6840.3
9,7030,7044.91
10,7240,7249.53
11,7440,7454.14
12,7600,7658.76
1,7840,7863.37
2,8070,8067.98
3,8280,8272.6
4,8490,8477.21
5,8700,8681.82
6,8910,8886.44
7,9070,9091.05
8,9250,9295.67
9,9440,9500.28
10,9650,9704.89
11,9850,9909.51
12,10150,10114.1
1,10670,10555.3
2,10810,10756.5
3,10990,10957.7
4,11140,11159
5,11350,11360.2
6,11540,11561.4
7,11730,11762.6
8,11920,11963.9
9,12130,12165.1
10,12340,12366.3
11,12540,12567.5
12,12740,12768.8
1,12990,12970
2,13180,13171.2
3,13380,13372.4
4,13590,13573.6
5,13790,13774.9
6,13990,13976.1
7,14200,14177.3
8,14360,14378.5
9,14550,14579.8
10,14770,14781
11,14950,14982.2
12,15230,15183.4
1,15710,15632.1
2,15870,15832.4
3,16000,16032.8
4,16180,16233.2
5,16440,16433.6
6,16660,16634
7,16860,16834.4
8,17000,17034.8
9,17210,17235.2
10,17390,17435.6
11,17600,17635.9
12,17810,17836.3
1,18130,18036.7
2,18280,18237.1
3,18460,18437.5
4,18630,18637.9
5,18830,18838.3
6,19020,19038.7
7,19270,19239
8,19450,19439.4
9,19640,19639.8
10,19810,19840.2
11,19980,20040.6
12,20280,20241
1,20770,20706.2
2,20930,20906.8
3,21150,21107.4
4,21320,21308
5,21530,21508.6
6,21740,21709.2
7,21920,21909.8
8,22090,22110.4
9,22310,22311
10,22470,22511.7
11,22650,22712.3
12,22870,22912.9
1,23160,23113.5
2,23340,23314.1
3,23560,23514.7
4,23720,23715.3
5,23940,23915.9
6,24100,24116.5
7,24330,24317.2
8,24510,24517.8
9,24700,24718.4
10,24900,24919
11,25090,25119.6
12,25350,25320.2
1,25860,25775.8
2,26030,25974.5
3,26190,26173.1
4,26350,26371.8
5,26540,26570.5
6,26770,26769.2
7,27010,26967.9
8,27190,27166.6
9,27360,27365.3
10,27560,27564
11,27720,27762.7
12,27910,27961.3
1,28150,28160
2,28350,28358.7
3,28550,28557.4
4,28730,28756.1
5,28940,28954.8
6,29140,29153.5
7,29380,29352.2
8,29560,29550.9
9,29760,29749.5
10,29930,29948.2
11,30150,30146.9
12,30380,30345.6
1,30840,30800.5
2,31020,31000.2
3,31200,31200
4,31400,31399.7
5,31590,31599.4
6,31770,31799.2
7,31990,31998.9
8,32190,32198.6
9,32390,32398.3
10,32570,32598.1
11,32770,32797.8
12,32980,32997.5
1,33250,33197.3
2,33410,33397
3,33610,33596.7
4,33770,33796.4
5,33990,33996.2
6,34170,34195.9
7,34410,34395.6
8,34610,34595.4
9,34810,34795.1
10,34970,34994.8
11,35170,35194.5
12,35460,35394.3
1,35940,35846.9
2,36090,36046.1
3,36270,36245.2
4,36440,36444.3
5,36640,36643.5
6,36820,36842.6
7,37000,37041.7
8,37200,37240.8
9,37410,37440
10,37610,37639.1
11,37790,37838.2
12,37980,38037.3
1,38270,38236.5
2,38460,38435.6
3,38650,38634.7
4,38820,38833.9
5,39020,39033
6,39220,39232.1
7,39440,39431.2
8,39670,39630.4
9,39840,39829.5
10,40040,40028.6
11,40220,40227.8
12,40450,40426.9
1,40960,40886.4
2,41100,41084.5
3,41300,41282.7
4,41470,41480.8
5,41690,41679
6,41880,41877.2
7,42070,42075.3
8,42260,42273.5
9,42460,42471.6
10,42660,42669.8
11,42830,42868
12,43050,43066.1
1,43320,43264.3
2,43480,43462.4
3,43690,43660.6
4,43840,43858.8
5,44030,44056.9
6,44200,44255.1
7,44470,44453.2
8,44660,44651.4
9,44850,44849.6
10,45040,45047.7
11,45220,45245.9
12,45490,45444
1,45990,45909
2,46140,46107.7
3,46320,46306.3
4,46530,46505
5,46710,46703.6
6,46890,46902.3
7,47080,47100.9
8,47290,47299.6
9,47480,47498.2
10,47650,47696.9
11,47820,47895.5
12,48040,48094.2
1,48340,48292.9
2,48500,48491.5
3,48720,48690.2
4,48900,48888.8
5,49120,49087.5
6,49290,49286.1
7,49490,49484.8
8,49690,49683.4
9,49890,49882.1
10,50080,50080.7
11,50260,50279.4
12,50490,50478.1
1,50980,50937.7
2,51150,51136.2
3,51360,51334.8
4,51520,51533.3
5,51740,51731.9
6,51930,51930.4
7,52130,52128.9
8,52300,52327.5
9,52520,52526
10,52690,52724.6
11,52860,52923.1
12,53050,53121.6
1,53380,53320.2
2,53570,53518.7
3,53750,53717.3
4,53920,53915.8
5,54140,54114.3
6,54280,54312.9
7,54530,54511.4
8,54710,54710
9,54900,54908.5
10,55080,55107.1
11,55270,55305.6
12,55560,55504.1
1,56060,55969.7
2,56210,56168.8
3,56400,56367.9
4,56600,56567
5,56780,56766.1
6,56940,56965.1
7,57150,57164.2
8,57310,57363.3
9,57540,57562.4
10,57680,57761.4
11,57880,57960.5
12,58120,58159.6
1,58360,58358.7
2,58570,58557.8
3,58790,58756.8
4,58970,58955.9
5,59180,59155
6,59360,59354.1
7,59590,59553.2
8,59770,59752.2
9,59960,59951.3
10,60170,60150.4
11,60320,60349.5
12,60560,60548.6
2,61030,61018.5
1,61270,61219.9
4,61460,61421.4
3,61640,61622.9
6,61830,61824.3
5,62070,62025.8
8,62200,62227.2
7,62430,62428.7
10,62590,62630.2
9,62830,62831.6
12,62960,63033.1
11,63190,63234.6
1,63400,63436
2,63620,63637.5
4,63840,63839
6,64050,64040.4
3,64250,64241.9
8,64440,64443.4
5,64680,64644.8
10,64840,64846.3
7,65080,65047.7
12,65230,65249.2
9,65470,65450.7
11,65700,65652.1
2,66080,66091.7
1,66310,66291.9
6,66450,66492.1
4,66680,66692.3
8,66850,66892.6
3,67090,67092.8
10,67200,67293
5,67450,67493.2
12,67690,67693.4
7,68000,67893.6
11,68090,68093.8
9,68260,68294.1
2,68520,68494.3
6,68670,68694.5
1,68910,68894.7
4,69100,69094.9
3,69300,69295.1
8,69470,69495.3
5,69700,69695.6
10,69860,69895.8
7,70130,70096
12,70290,70296.2
9,70510,70496.4
11,70710,70696.6
6,71110,71141.9
2,71380,71343
4,71560,71544.1
1,71780,71745.2
8,71960,71946.3
3,72160,72147.4
10,72280,72348.5
5,72480,72549.6
12,72720,72750.7
7,72960,72951.8
11,73110,73152.9
9,73290,73354
6,73500,73555
2,73740,73756.1
1,73970,73957.2
4,74170,74158.3
8,74380,74359.4
10,74560,74560.5
3,74780,74761.6
12,74990,74962.7
5,75220,75163.8
11,75370,75364.9
7,75580,75566
9,75770,75767.1
2,76170,76209.4
6,76360,76411
4,76620,76612.6
1,76860,76814.3
10,76970,77015.9
8,77190,77217.5
12,77400,77419.1
3,77630,77620.8
11,77780,77822.4
5,78050,78024
9,78230,78225.6
7,78440,78427.3
6,78610,78628.9
2,78870,78830.5
4,79030,79032.1
10,79240,79233.8
1,79460,79435.4
8,79640,79637
3,79840,79838.6
12,80000,80040.3
5,80280,80241.9
11,80450,80443.5
7,80650,80645.1
9,80820,80846.8
2,81310,81295.9
6,81490,81498.6
10,81710,81701.2
4,81910,81903.8
8,82090,82106.4
1,82370,82309.1
12,82500,82511.7
3,82690,82714.3
11,82860,82916.9
5,83150,83119.6
9,83310,83322.2
7,83540,83524.8
2,83730,83727.4
10,83900,83930.1
6,84070,84132.7
4,84330,84335.3
1,84560,84537.9
8,84740,84740.6
12,84950,84943.2
11,85120,85145.8
3,85340,85348.4
9,85500,85551.1
5,85760,85753.7
7,86080,85956.3
10,86390,86391.9
2,86630,86595
4,86770,86798.1
6,86960,87001.2
8,87180,87204.3
1,87460,87407.5
11,87540,87610.6
12,87740,87813.7
9,87960,88016.8
3,88220,88219.9
7,88440,88423
5,88630,88626.1
2,88910,88829.3
10,89030,89032.4
6,89200,89235.5
4,89420,89438.6
8,89630,89641.7
11,89830,89844.8
1,90060,90048
12,90270,90251.1
3,90530,90454.2
9,90610,90657.3
5,90850,90860.4
7,91100,91063.5
10,91510,91508
2,91760,91711.7
4,91920,91915.4
6,92100,92119.1
11,92300,92322.8
8,92460,92526.5
12,92700,92730.2
1,93000,92933.9
9,93130,93137.7
3,93360,93341.4
7,93590,93545.1
5,93750,93748.8
10,93920,93952.5
4,94140,94156.2
2,94360,94359.9
11,94570,94563.6
6,94720,94767.3
8,94970,94971
1,95150,95174.7
12,95380,95378.4
9,95540,95582.1
7,95790,95785.8
3,96030,95989.5
5,96250,96193.2
4,96580,96621
10,96800,96825.1
11,96990,97029.2
2,97250,97233.3
8,97390,97437.3
6,97650,97641.4
12,97840,97845.5
1,98110,98049.6
7,98260,98253.6
9,98410,98457.7
5,98630,98661.8
3,98820,98865.8
10,99070,99069.9
4,99270,99274
2,99470,99478.1
11,99700,99682.1
6,99840,99886.2
8,100100,100090
12,100320,100294
7,100540,100498
1,100740,100702
9,100890,100907
3,101120,101111
5,101310,101315
4,101780,101743
10,101940,101948
11,102120,102152
2,102370,102357
8,102520,102561
6,102740,102766
7,102960,102970
12,103120,103175
9,103340,103379
1,103650,103584
5,103760,103788
3,103990,103993
4,104190,104197
11,104390,104402
10,104600,104607
8,104810,104811
2,105030,105016
7,105210,105220
6,105370,105425
12,105660,105629
1,105860,105834
9,106010,106038
3,106270,106243
5,106500,106447
11,106820,106873
4,107040,107079
8,107240,107285
10,107450,107491
7,107700,107697
2,107920,107903
12,108130,108109
6,108330,108315
9,108500,108520
1,108760,108726
5,108960,108932
3,109190,109138
4,109330,109344
11,109490,109550
10,109710,109756
8,109980,109962
2,110190,110168
7,110380,110374
6,110550,110580
12,110790,110786
9,110940,110991
5,111210,111197
1,111450,111403
3,111630,111609
11,112020,112030
4,112220,112236
8,112420,112442
10,112620,112647
7,112830,112853
2,113060,113059
12,113260,113264
6,113510,113470
5,113680,113676
9,113860,113881
3,114080,114087
1,114340,114293
11,114430,114498
8,114680,114704
4,114920,114910
7,115100,115115
10,115290,115321
12,115540,115527
2,115740,115732
5,115970,115938
6,116130,116144
9,116360,116349
1,116580,116555
3,116760,116761
8,117180,117187
11,117370,117394
7,117590,117600
4,117830,117806
12,117980,118013
10,118190,118219
5,118460,118425
2,118650,118632
9,118870,118838
6,119040,119044
3,119240,119251
1,119510,119457
11,119600,119663
8,119830,119870
4,120070,120076
7,120270,120282
10,120440,120489
12,120720,120695
2,120860,120901
5,121190,121108
6,121330,121314
9,121520,121520
3,121720,121727
1,121950,121933
8,122340,122363
11,122530,122570
7,122790,122777
4,122990,122984
12,123170,123191
10,123360,123398
5,123690,123605
2,123810,123812
9,124040,124019
6,124220,124226
1,124510,124433
3,124660,124640
8,124830,124847
7,125040,125054
11,125200,125261
12,125460,125469
4,125680,125676
5,125910,125883
10,126070,126090
9,126310,126297
2,126470,126504
6,126640,126711
3,126950,126918
1,127180,127125
7,127550,127542
8,127700,127748
12,127920,127954
11,128130,128159
5,128350,128365
4,128580,128571
9,128770,128777
10,129000,128982
6,129160,129188
2,129410,129394
1,129690,129599
3,129840,129805
8,130020,130011
7,130230,130217
11,130380,130422
12,130590,130628
4,130770,130834
5,131070,131040
10,131230,131245
9,131460,131451
6,131640,131657
1,131910,131862
2,132060,132068
3,132260,132274
7,132740,132698
8,132870,132904
12,133090,133110
11,133290,133316
5,133530,133522
4,133720,133728
9,133910,133934
10,134130,134140
1,134410,134346
6,134540,134552
3,134740,134758
2,134940,134964
7,135200,135170
12,135410,135376
8,135580,135582
5,135830,135788
11,135960,135994
9,136180,136200
4,136380,136406
10,136580,136612
6,136800,136818
1,137090,137024
2,137230,137230
3,137440,137436
12,137860,137866
7,138110,138072
5,138270,138277
8,138470,138483
9,138680,138689
11,138900,138894
10,139090,139100
4,139290,139306
1,139610,139511
6,139710,139717
3,139910,139923
2,140120,140128
7,140340,140334
12,140570,140540
8,140680,140745
5,140990,140951
11,141120,141157
9,141340,141362
10,141550,141568
1,141830,141774
4,142020,141979
6,142160,142185
2,142380,142391
3,142580,142596
12,143030,143028
7,143230,143235
5,143450,143442
8,143610,143649
9,143860,143856
11,144060,144062
1,144340,144269
10,144470,144476
6,144670,144683
4,144930,144890
3,145130,145097
2,145280,145304
12,145510,145511
5,145740,145717
7,145890,145924
9,146100,146131
8,146310,146338
11,146510,146545
10,146740,146752
1,146950,146959
6,147140,147166
3,147380,147372
4,147630,147579
2,147830,147786
5,148150,148193
12,148380,148399
9,148560,148605
7,148800,148811
11,148950,149017
8,149200,149223
1,149470,149429
10,149600,149635
3,149850,149841
6,150040,150048
2,150290,150254
4,150480,150460
12,150710,150666
5,150940,150872
