Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,170,213.478
3,450,426.957
4,670,640.435
5,850,853.913
6,1060,1067.39
7,1260,1280.87
8,1440,1494.35
9,1680,1707.83
10,1840,1921.3
11,2020,2134.78
12,2220,2348.26
1,2640,2561.74
2,2880,2775.22
3,3050,2988.7
4,3260,3202.17
5,3380,3415.65
6,3640,3629.13
7,3840,3842.61
8,4000,4056.09
9,4230,4269.57
10,4450,4483.04
11,4650,4696.52
12,4910,4910
1,5420,5334.04
2,5580,5538.93
3,5780,5743.82
4,6000,5948.71
5,6160,6153.61
6,6360,6358.5
7,6560,6563.39
8,6750,6768.28
9,6940,6973.17
10,7150,7178.07
11,7330,7382.96
12,7540,7587.85
1,7900,7792.74
2,8070,7997.63
3,8250,8202.53
4,8420,8407.42
5,8570,8612.31
6,8790,8817.2
7,9020,9022.09
8,9170,9226.99
9,9390,9431.88
10,9620,9636.77
11,9770,9841.66
12,10090,10046.6
1,10590,10502.3
2,10780,10704.7
3,10990,10907.1
4,11180,11109.6
5,11320,11312
6,11560,11514.4
7,11750,11716.8
8,11880,11919.2
9,12110,12121.6
10,12250,12324
11,12400,12526.4
12,12720,12728.8
1,12970,12931.2
2,13170,13133.6
3,13350,13336
4,13570,13538.4
5,13720,13740.8
6,13930,13943.2
7,14130,14145.6
8,14350,14348
9,14530,14550.4
10,14750,14752.8
11,14910,14955.2
12,15210,15157.6
1,15680,15605.3
2,15860,15806.3
3,16050,16007.3
4,16220,16208.3
5,16400,16409.3
6,16620,16610.3
7,16810,16811.3
8,16980,17012.3
9,17200,17213.3
10,17370,17414.3
11,17560,17615.3
12,17800,17816.3
1,18030,18017.3
2,18250,18218.3
3,18430,18419.3
4,18640,18620.3
5,18780,18821.3
6,19010,19022.3
7,19230,19223.3
8,19460,19424.3
9,19630,19625.3
10,19830,19826.3
11,19970,20027.3
12,20270,20228.3
1,20740,20678.4
2,20910,20878.3
3,21120,21078.2
4,21300,21278
5,21460,21477.9
6,21710,21677.8
7,21890,21877.7
8,22080,22077.6
9,22260,22277.5
10,22410,22477.3
11,22620,22677.2
12,22880,22877.1
1,23100,23077
2,23310,23276.9
3,23470,23476.8
4,23640,23676.6
5,23840,23876.5
6,24070,24076.4
7,24280,24276.3
8,24490,24476.2
9,24690,24676.1
10,24880,24875.9
11,25030,25075.8
12,25340,25275.7
1,25840,25736.9
2,25990,25936.2
3,26190,26135.5
4,26380,26334.7
5,26520,26534
6,26730,26733.2
7,26930,26932.5
8,27100,27131.8
9,27300,27331
10,27460,27530.3
11,27640,27729.5
12,27860,27928.8
1,28180,28128.1
2,28380,28327.3
3,28580,28526.6
4,28760,28725.8
5,28950,28925.1
6,29140,29124.4
7,29330,29323.6
8,29500,29522.9
9,29700,29722.1
10,29930,29921.4
11,30090,30120.7
12,30330,30319.9
1,30830,30778.5
2,31030,30977
3,31230,31175.6
4,31390,31374.1
5,31570,31572.7
6,31780,31771.2
7,31960,31969.8
8,32160,32168.3
