Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,210,216.087
3,450,432.174
4,680,648.261
5,940,864.348
6,1170,1080.43
7,1340,1296.52
8,1550,1512.61
9,1760,1728.7
10,1970,1944.78
11,2170,2160.87
12,2450,2376.96
1,2690,2593.04
2,2930,2809.13
3,3120,3025.22
4,3360,3241.3
5,3560,3457.39
6,3760,3673.48
7,3950,3889.57
8,4130,4105.65
9,4340,4321.74
10,4560,4537.83
11,4760,4753.91
12,4970,4970
1,5460,5409.19
2,5670,5616.78
3,5880,5824.37
4,6090,6031.97
5,6310,6239.56
6,6480,6447.15
7,6630,6654.74
8,6830,6862.33
9,7030,7069.92
10,7240,7277.51
11,7420,7485.1
12,7640,7692.69
1,7960,7900.28
2,8200,8107.87
3,8360,8315.46
4,8600,8523.05
5,8770,8730.65
6,8940,8938.24
7,9140,9145.83
8,9340,9353.42
9,9510,9561.01
10,9720,9768.6
11,9900,9976.19
12,10130,10183.8
1,10560,10597.2
2,10810,10798.1
3,11020,10999
4,11220,11199.9
5,11440,11400.8
6,11630,11601.7
7,11780,11802.6
8,11930,12003.5
9,12160,12204.4
10,12360,12405.3
11,12550,12606.2
12,12800,12807.1
1,13000,13008
2,13240,13208.9
3,13430,13409.8
4,13670,13610.7
5,13840,13811.6
6,13990,14012.5
7,14250,14213.4
8,14410,14414.3
9,14610,14615.2
10,14790,14816.1
11,14980,15017
12,15190,15217.9
1,15710,15665.4
2,15920,15866.3
3,16140,16067.3
4,16310,16268.3
5,16480,16469.2
6,16660,16670.2
7,16790,16871.2
8,17020,17072.1
9,17210,17273.1
10,17430,17474.1
11,17630,17675
12,17850,17876
1,18100,18077
2,18340,18277.9
3,18520,18478.9
4,18730,18679.9
5,18890,18880.8
6,19100,19081.8
7,19300,19282.8
8,19510,19483.7
9,19660,19684.7
10,19870,19885.7
11,20060,20086.6
12,20280,20287.6
1,20760,20731.5
2,20940,20932.5
3,21160,21133.5
4,21370,21334.5
5,21550,21535.4
6,21750,21736.4
7,21900,21937.4
8,22090,22138.4
9,22310,22339.4
10,22490,22540.4
11,22680,22741.4
12,22920,22942.4
1,23180,23143.4
2,23390,23344.4
3,23560,23545.4
4,23770,23746.4
5,24000,23947.3
6,24170,24148.3
7,24380,24349.3
8,24560,24550.3
9,24740,24751.3
10,24940,24952.3
11,25100,25153.3
12,25350,25354.3
1,25850,25801.5
2,26060,26002.3
3,26260,26203.2
4,26410,26404
5,26630,26604.8
6,26790,26805.6
7,26960,27006.4
8,27170,27207.2
9,27340,27408
10,27560,27608.8
11,27740,27809.6
12,27980,28010.4
1,28230,28211.2
2,28450,28412
3,28650,28612.8
4,28830,28813.7
5,29040,29014.5
6,29240,29215.3
7,29480,29416.1
8,29640,29616.9
9,29820,29817.7
10,30010,30018.5
11,30170,30219.3
12,30400,30420.1
1,30860,30861.2
2,31070,31061.6
3,31300,31261.9
4,31480,31462.2
5,31690,31662.6
6,31880,31862.9
7,32040,32063.3
8,32240,32263.6
9,32430,32464
10,32610,32664.3
11,32780,32864.7
12,33030,33065
1,33280,33265.4
2,33520,33465.7
3,33690,33666
4,33900,33866.4
5,34070,34066.7
6,34260,34267.1
7,34500,34467.4
8,34700,34667.8
9,34880,34868.1
10,35060,35068.5
11,35230,35268.8
12,35460,35469.2
1,35950,35919.5
2,36150,36120.1
3,36370,36320.7
4,36560,36521.4
5,36750,36722
6,36940,36922.7
7,37110,37123.3
8,37270,37324
9,37450,37524.6
10,37660,37725.3
11,37850,37925.9
12,38070,38126.5
1,38360,38327.2
2,38580,38527.8
3,38760,38728.5
4,38980,38929.1
5,39150,39129.8
6,39350,39330.4
7,39560,39531
8,39760,39731.7
9,39930,39932.3
10,40140,40133
11,40280,40333.6
12,40520,40534.3
1,41000,40983.2
2,41190,41183.2
3,41420,41383.2
4,41620,41583.2
5,41810,41783.2
6,41980,41983.2
7,42160,42183.2
8,42380,42383.2
9,42580,42583.2
10,42780,42783.2
11,42940,42983.3
12,43160,43183.3
1,43390,43383.3
2,43610,43583.3
3,43780,43783.3
4,43980,43983.3
5,44170,44183.3
6,44360,44383.3
7,44570,44583.3
8,44790,44783.3
9,44990,44983.4
10,45210,45183.4
11,45360,45383.4
12,45610,45583.4
1,46120,46038.8
2,46290,46239.8
3,46480,46440.8
4,46650,46641.8
5,46850,46842.8
6,47020,47043.8
7,47200,47244.8
8,47420,47445.8
9,47610,47646.8
10,47790,47847.8
11,47970,48048.8
12,48250,48249.9
1,48430,48450.9
2,48710,48651.9
3,48880,48852.9
4,49070,49053.9
5,49270,49254.9
6,49470,49455.9
7,49670,49656.9
8,49870,49857.9
9,50080,50058.9
10,50290,50259.9
11,50430,50460.9
12,50650,50661.9
2,51190,51133.1
1,51400,51334.5
4,51600,51535.8
3,51740,51737.1
6,51960,51938.4
5,52170,52139.7
8,52350,52341
7,52520,52542.4
10,52700,52743.7
9,52880,52945
12,53120,53146.3
11,53310,53347.6
1,53570,53549
2,53820,53750.3
4,53960,53951.6
6,54190,54152.9
3,54370,54354.2
8,54590,54555.6
5,54770,54756.9
10,54930,54958.2
7,55160,55159.5
12,55360,55360.8
9,55520,55562.1
11,55750,55763.5
2,56170,56206
1,56440,56405.5
6,56620,56605.1
4,56810,56804.6
8,56990,57004.2
3,57190,57203.7
10,57360,57403.2
5,57610,57602.8
12,57770,57802.3
7,57990,58001.9
11,58190,58201.4
9,58310,58401
2,58620,58600.5
6,58820,58800
1,59080,58999.6
4,59270,59199.1
3,59420,59398.7
8,59610,59598.2
5,59810,59797.8
10,59970,59997.3
7,60190,60196.8
12,60350,60396.4
9,60580,60595.9
11,60790,60795.5
6,61220,61240.2
2,61400,61440.4
4,61670,61640.6
1,61890,61840.7
8,62060,62040.9
3,62270,62241.1
10,62390,62441.3
5,62630,62641.5
12,62800,62841.7
7,62990,63041.8
11,63230,63242
9,63380,63442.2
6,63620,63642.4
2,63860,63842.6
1,64100,64042.8
4,64250,64242.9
8,64440,64443.1
10,64660,64643.3
3,64850,64843.5
12,65060,65043.7
5,65250,65243.9
11,65430,65444
7,65640,65644.2
9,65870,65844.4
2,66310,66290.5
6,66530,66493.2
4,66680,66695.9
1,66900,66898.6
10,67050,67101.3
8,67280,67304.1
12,67530,67506.8
3,67690,67709.5
11,67880,67912.2
5,68100,68114.9
9,68310,68317.6
7,68490,68520.3
6,68730,68723
2,68950,68925.7
4,69080,69128.4
10,69300,69331.1
1,69570,69533.8
8,69730,69736.5
3,69920,69939.2
12,70110,70141.9
5,70330,70344.6
11,70520,70547.3
7,70890,70750
9,70990,70952.7
2,71380,71377.4
6,71570,71577.5
10,71740,71777.6
4,71930,71977.7
8,72120,72177.8
1,72420,72377.9
12,72590,72578
3,72740,72778.1
11,72990,72978.3
5,73130,73178.4
9,73350,73378.5
7,73570,73578.6
2,73820,73778.7
10,73980,73978.8
6,74140,74178.9
4,74420,74379.1
1,74630,74579.2
8,74800,74779.3
12,74970,74979.4
11,75180,75179.5
3,75400,75379.6
9,75580,75579.7
5,75740,75779.9
7,75960,75980
10,76480,76437.3
2,76640,76639.2
4,76920,76841
6,77050,77042.9
8,77270,77244.7
1,77470,77446.6
11,77630,77648.4
12,77850,77850.2
9,77980,78052.1
3,78240,78253.9
7,78400,78455.8
5,78650,78657.6
2,78840,78859.5
10,79040,79061.3
6,79260,79263.1
4,79500,79465
8,79680,79666.8
11,79890,79868.7
1,80120,80070.5
12,80290,80272.4
3,80480,80474.2
9,80660,80676
5,80850,80877.9
7,81100,81079.7
10,81470,81520.2
2,81700,81722.1
4,81930,81924
6,82110,82125.9
11,82340,82327.8
8,82530,82529.7
12,82760,82731.6
