Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,230,217.391
3,450,434.783
4,670,652.174
5,850,869.565
6,1120,1086.96
7,1320,1304.35
8,1500,1521.74
9,1750,1739.13
10,1950,1956.52
11,2140,2173.91
12,2450,2391.3
1,2740,2608.7
2,2970,2826.09
3,3140,3043.48
4,3330,3260.87
5,3530,3478.26
6,3760,3695.65
7,3970,3913.04
8,4190,4130.43
9,4430,4347.83
10,4580,4565.22
11,4720,4782.61
12,5000,5000
1,5540,5456.54
2,5750,5667.07
3,5940,5877.61
4,6150,6088.14
5,6310,6298.68
6,6530,6509.21
7,6730,6719.75
8,6920,6930.28
9,7170,7140.82
10,7370,7351.35
11,7560,7561.89
12,7710,7772.42
1,8030,7982.95
2,8240,8193.49
3,8430,8404.02
4,8610,8614.56
5,8780,8825.09
6,9020,9035.63
7,9210,9246.16
8,9440,9456.7
9,9670,9667.23
10,9890,9877.77
11,10030,10088.3
12,10260,10298.8
1,10800,10740.7
2,11010,10945.1
3,11190,11149.4
4,11380,11353.8
5,11580,11558.2
6,11770,11762.6
7,11980,11967
8,12120,12171.4
9,12370,12375.8
10,12590,12580.2
11,12760,12784.6
12,12900,12988.9
1,13190,13193.3
2,13410,13397.7
3,13610,13602.1
4,13800,13806.5
5,13990,14010.9
6,14230,14215.3
7,14420,14419.7
8,14600,14624.1
9,14830,14828.4
10,15030,15032.8
11,15180,15237.2
12,15490,15441.6
1,15960,15896
2,16160,16099.3
3,16330,16302.7
4,16510,16506
5,16700,16709.3
6,16880,16912.6
7,17090,17115.9
8,17280,17319.2
9,17510,17522.5
10,17740,17725.8
11,17860,17929.2
12,18120,18132.5
1,18400,18335.8
2,18590,18539.1
3,18750,18742.4
4,18930,18945.7
5,19130,19149
6,19380,19352.3
7,19570,19555.7
8,19750,19759
9,19980,19962.3
10,20150,20165.6
11,20300,20368.9
12,20610,20572.2
1,21090,21025.4
2,21280,21227.3
3,21460,21429.2
4,21650,21631.2
5,21820,21833.1
6,22030,22035
7,22220,22237
8,22400,22438.9
9,22650,22640.8
10,22840,22842.8
11,22980,23044.7
12,23180,23246.6
1,23470,23448.6
2,23670,23650.5
3,23860,23852.4
4,24060,24054.4
5,24210,24256.3
6,24450,24458.2
7,24680,24660.2
8,24850,24862.1
9,25100,25064
10,25330,25265.9
11,25420,25467.9
12,25680,25669.8
1,26180,26126.5
2,26370,26328
3,26550,26529.4
4,26760,26730.9
5,26930,26932.3
6,27130,27133.8
7,27300,27335.2
8,27490,27536.7
9,27730,27738.1
10,27930,27939.6
11,28100,28141
12,28280,28342.5
1,28550,28543.9
2,28770,28745.4
