1,4000
2,4180
3,4400
4,4670
5,4930
6,5100
7,5310
8,5550
9,5790
10,5960
11,6170
12,6390
1,6620
2,6830
3,7030
4,7250
5,7460
6,7670
7,7850
8,8090
9,8310
10,8540
11,8730
12,8990
1,9360
2,9610
3,9830
4,10030
5,10220
6,10410
7,10590
8,10810
9,11020
10,11250
11,11420
12,11640
1,11860
2,12090
3,12290
4,12440
5,12640
6,12870
7,13060
8,13290
9,13500
10,13740
11,13930
12,14170
1,14580
2,14800
3,15000
4,15190
5,15380
6,15560
7,15780
8,15960
9,16140
10,16370
11,16550
12,16760
1,17030
2,17200
3,17430
4,17610
5,17810
6,18030
7,18230
8,18400
9,18620
10,18840
11,19020
12,19270
1,19740
2,19960
3,20140
4,20340
5,20510
6,20730
7,20920
8,21100
9,21280
10,21510
11,21680
12,21890
1,22160
2,22360
3,22570
4,22730
5,22940
6,23160
7,23380
8,23580
9,23770
10,23990
11,24160
12,24410
1,24840
2,25020
3,25240
4,25420
5,25660
6,25850
7,26040
8,26240
9,26390
10,26670
11,26810
12,27030
1,27330
2,27480
3,27680
4,27850
5,28070
6,28290
7,28480
8,28680
9,28860
10,29110
11,29290
12,29540
1,29980
2,30200
3,30370
4,30590
5,30800
6,31020
7,31190
8,31400
9,31530
10,31800
11,31960
12,32130
1,32400
2,32590
3,32820
4,32990
5,33180
6,33410
7,33600
8,33830
9,34030
10,34290
11,34420
12,34680
1,35140
2,35320
3,35510
4,35690
5,35890
6,36070
7,36280
8,36460
9,36660
10,36910
11,37080
12,37350
1,37550
2,37780
3,37970
4,38120
5,38320
6,38530
7,38740
8,38920
9,39120
10,39350
11,39550
12,39810
1,40240
2,40430
3,40610
4,40860
5,41060
6,41250
7,41450
8,41620
9,41810
10,42050
11,42180
12,42350
1,42660
2,42880
3,43070
4,43260
5,43460
6,43670
7,43880
8,44070
9,44260
10,44520
11,44670
12,44870
1,45360
2,45540
3,45740
4,45950
5,46170
6,46340
7,46550
8,46740
9,46960
10,47170
11,47330
12,47500
1,47780
2,48010
3,48190
4,48370
5,48580
6,48810
7,49020
8,49210
9,49420
10,49630
11,49810
12,50040
1,50520
2,50690
3,50910
4,51130
5,51300
6,51480
7,51670
8,51880
9,52090
10,52310
11,52450
12,52670
1,52920
2,53150
3,53350
4,53530
5,53730
6,53960
7,54140
8,54340
9,54550
10,54780
11,54930
12,55170
1,55690
2,55870
3,56040
4,56250
5,56460
6,56630
7,56810
8,57040
9,57230
10,57460
11,57610
12,57810
1,58080
2,58310
3,58500
4,58640
5,58880
6,59100
7,59280
8,59520
9,59710
10,59950
11,60120
12,60340
2,60820
1,61050
4,61260
3,61440
6,61630
5,61820
8,62000
7,62210
10,62410
9,62600
12,62760
11,62990
1,63270
2,63500
4,63700
6,63920
3,64120
8,64320
5,64510
10,64690
7,64880
12,65040
9,65250
11,65520
2,65990
1,66190
6,66400
4,66630
8,66820
3,67040
10,67190
5,67380
12,67510
7,67750
11,67910
9,68160
2,68400
6,68630
1,68810
4,69010
3,69300
8,69450
5,69630
10,69840
7,70030
12,70190
9,70360
11,70610
6,71080
2,71310
4,71520
1,71720
8,71940
3,72150
10,72360
5,72470
12,72710
7,72920
11,73020
9,73310
6,73530
2,73750
1,73930
4,74150
8,74360
10,74620
3,74820
12,74990
5,75170
11,75350
7,75540
9,75770
2,76240
6,76440
4,76640
1,76880
10,77010
8,77290
12,77450
3,77700
11,77880
5,78020
9,78280
7,78490
6,78710
2,78960
4,79090
10,79320
1,79510
8,79740
3,79930
12,80110
5,80320
11,80480
7,80680
9,80920
2,81410
6,81580
10,81790
4,82000
8,82170
1,82450
12,82580
3,82900
11,82980
5,83190
9,83380
7,83630
2,83840
10,84070
6,84290
4,84490
1,84700
8,84870
12,85030
11,85280
3,85520
9,85660
5,85860
7,86090
10,86590
2,86820
4,87010
6,87240
8,87390
1,87650
11,87670
12,87930
9,88110
3,88440
7,88600
5,88780
2,89000
10,89290
6,89500
4,89640
8,89830
11,90020
1,90220
12,90490
3,90700
9,90830
5,91020
7,91240
10,91730
2,91970
4,92140
6,92360
11,92540
8,92760
12,92970
1,93210
9,93390
3,93600
7,93790
5,93960
10,94210
4,94390
2,94640
11,94840
6,95010
8,95260
1,95470
12,95620
9,95820
7,96050
3,96280
5,96460
4,96830
10,97040
11,97450
2,97590
8,97710
6,97960
12,98100
1,98340
7,98550
9,98690
5,98930
3,99150
10,99390
4,99560
2,99770
11,99950
6,100190
8,100390
12,100590
7,100810
1,101020
9,101190
3,101450
5,101640
4,102050
10,102270
11,102460
2,102680
8,102880
6,103110
7,103290
12,103480
9,103670
1,103940
5,104120
3,104330
4,104520
11,104710
10,104970
8,105190
2,105360
7,105520
6,105710
12,105960
1,106200
9,106380
3,106620
5,106780
11,107190
4,107410
8,107660
10,107860
7,108050
2,108290
12,108430
6,108680
9,108890
1,109130
5,109310
3,109520
4,109770
11,109860
10,110090
8,110310
2,110490
7,110690
6,110910
12,111110
9,111310
5,111580
1,111800
3,112020
11,112420
4,112660
8,112810
10,112970
7,113200
2,113470
12,113580
6,113840
5,114050
9,114190
3,114480
1,114700
11,114890
8,115070
4,115310
7,115430
10,115650
12,115880
2,116130
5,116320
6,116520
9,116730
1,116950
3,117160
8,117570
11,117740
7,117940
4,118180
12,118370
10,118600
5,118820
2,119030
9,119260
6,119490
3,119720
1,119890
11,120040
8,120230
4,120450
7,120650
10,120870
12,121040
2,121250
5,121490
6,121710
9,121920
3,122160
1,122180
8,122820
11,122990
7,123180
4,123390
12,123530
10,123800
5,123990
2,124190
9,124400
6,124630
1,124840
3,125050
8,125290
7,125500
11,125630
12,125840
4,126040
5,126280
10,126490
9,126640
2,126860
6,127090
3,127300
1,127500
7,128010
8,128180
12,128340
11,128550
5,128750
4,129010
9,129190
10,129400
6,129580
2,129810
1,130030
3,130200
8,130420
7,130650
11,130760
12,131010
4,131260
5,131440
10,131680
9,131860
6,132070
1,132290
2,132460
3,132670
7,133140
8,133330
12,133470
11,133680
5,133940
4,134180
9,134340
10,134590
1,134820
6,135020
3,135230
2,135400
7,135560
12,135780
8,135970
5,136170
11,136340
9,136650
4,136860
10,137080
6,137300
1,137470
2,137660
3,137890
12,138270
7,138450
5,138700
8,138900
9,139060
11,139280
10,139520
4,139750
1,139990
6,140220
3,140410
2,140660
7,140750
12,140950
8,141180
5,141400
11,141540
9,141740
10,142000
1,142220
4,142430
6,142670
2,142870
3,143080
12,143480
7,143660
5,143890
8,144110
9,144290
11,144500
1,144780
10,144950
6,145160
4,145330
3,145600
2,145800
12,145950
5,146200
7,146370
9,146550
8,146780
11,146930
10,147230
1,147440
6,147640
3,147860
4,148080
2,148310
5,148670
12,148840
9,149070
7,149270
11,149450
8,149720
1,150020
10,150150
3,150400
6,150600
2,150790
4,150990
12,151150
5,151340
7,151550
9,151710
11,151980
1,152260
8,152410
10,152640
6,152900
3,153130
4,153330
2,153530
5,153820
12,154070
9,154250
7,154450
1,154790
11,154920
10,155150
8,155340
3,155660
6,155810
2,156020
4,156250
5,156360
9,156530
12,156750
7,156970
11,157220
1,157430
10,157630
3,157910
8,158060
2,158300
6,158470
4,158740
9,159110
5,159300
7,159470
12,159680
1,159980
11,160110
3,160420
10,160570
2,160760
8,160990
4,161220
6,161450
5,161600
9,161780
7,161990
1,162270
12,162380
11,162580
10,162850
3,163060
8,163290
2,163500
6,163740
4,163950
9,164320
5,164500
1,164800
7,164990
11,165080
12,165320
3,165590
10,165770
2,165970
8,166200
4,166410
6,166630
9,166760
5,166990
7,167230
1,167480
11,167620
3,167860
12,168090
2,168310
10,168460
4,168680
8,168870
6,169110
5,169560
9,169800
1,170030
7,170200
3,170450
11,170540
2,170790
12,171000
4,171190
10,171410
6,171600
8,171820
5,172050
1,172240
9,172460
7,172660
11,172890
3,173110
12,173300
2,173550
10,173730
4,173940
8,174160
6,174420
1,174840
5,175010
7,175200
9,175400
3,175660
