Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,220,230
3,500,460
4,760,690
5,1010,920
6,1320,1150
7,1460,1380
8,1690,1610
9,1880,1840
10,2160,2070
11,2470,2300
12,2670,2530
1,2900,2760
2,3130,2990
3,3350,3220
4,3510,3450
5,3790,3680
6,4090,3910
7,4300,4140
8,4450,4370
9,4500,4600
10,4830,4830
11,5030,5060
12,5290,5290
1,5810,5749.73
2,6020,5969.28
3,6230,6188.83
4,6410,6408.38
5,6630,6627.94
6,6920,6847.49
7,7110,7067.04
8,7250,7286.59
9,7540,7506.14
10,7710,7725.69
11,7990,7945.24
12,8130,8164.79
1,8370,8384.34
2,8620,8603.89
3,8820,8823.44
4,9030,9042.99
5,9240,9262.54
6,9550,9482.09
7,9740,9701.65
8,9870,9921.2
9,10080,10140.7
10,10370,10360.3
11,10520,10579.8
12,10730,10799.4
1,11200,11229.6
2,11410,11443.4
3,11640,11657.2
4,11830,11871.1
5,12070,12084.9
6,12340,12298.7
7,12530,12512.6
8,12680,12726.4
9,12900,12940.2
10,13110,13154.1
11,13340,13367.9
12,13520,13581.7
1,13830,13795.6
2,14040,14009.4
3,14240,14223.2
4,14430,14437.1
5,14670,14650.9
6,14920,14864.7
7,15140,15078.6
8,15300,15292.4
9,15460,15506.3
10,15700,15720.1
11,15900,15933.9
12,16120,16147.8
1,16600,16594.9
2,16800,16808.1
3,17000,17021.4
4,17190,17234.7
5,17420,17447.9
6,17700,17661.2
7,17890,17874.5
8,18030,18087.7
9,18240,18301
10,18470,18514.3
11,18720,18727.5
12,18920,18940.8
1,19180,19154
2,19390,19367.3
3,19610,19580.6
4,19790,19793.8
5,20050,20007.1
6,20280,20220.4
7,20470,20433.6
8,20650,20646.9
9,20860,20860.2
10,21080,21073.4
11,21220,21286.7
12,21480,21499.9
1,21980,21958.7
2,22190,22171.8
3,22380,22384.8
4,22540,22597.9
5,22780,22811
6,23060,23024
7,23280,23237.1
8,23420,23450.2
9,23610,23663.2
10,23850,23876.3
11,24060,24089.4
12,24240,24302.4
1,24600,24515.5
2,24780,24728.6
3,24990,24941.6
4,25200,25154.7
5,25390,25367.8
6,25620,25580.8
7,25820,25793.9
8,25990,26007
9,26190,26220
10,26430,26433.1
11,26580,26646.2
12,26840,26859.2
1,27340,27316.6
2,27530,27528.6
3,27740,27740.7
4,27950,27952.7
5,28150,28164.7
6,28430,28376.8
7,28620,28588.8
8,28790,28800.8
9,28970,29012.8
10,29180,29224.9
11,29400,29436.9
12,29580,29648.9
1,29900,29860.9
2,30100,30073
3,30310,30285
4,30520,30497
5,30700,30709
6,30950,30921.1
7,31160,31133.1
8,31350,31345.1
9,31560,31557.1
10,31790,31769.2
11,31920,31981.2
12,32180,32193.2
1,32640,32643.4
2,32840,32853.9
3,33050,33064.4
4,33240,33275
5,33490,33485.5
6,33750,33696.1
7,33940,33906.6
8,34120,34117.1
9,34280,34327.7
10,34500,34538.2
11,34710,34748.7
12,34930,34959.3
1,35200,35169.8
2,35400,35380.4
3,35610,35590.9
4,35790,35801.4
5,36010,36012
6,36270,36222.5
7,36480,36433.1
8,36650,36643.6
9,36850,36854.1
10,37030,37064.7
11,37230,37275.2
12,37490,37485.8
1,37950,37942
2,38160,38153.7
3,38330,38365.4
4,38540,38577.1
5,38740,38788.7
6,39040,39000.4
7,39220,39212.1
8,39410,39423.8
9,39580,39635.5
10,39860,39847.1
11,40040,40058.8
12,40240,40270.5
1,40530,40482.2
2,40740,40693.8
3,40960,40905.5
4,41130,41117.2
5,41340,41328.9
6,41590,41540.6
7,41770,41752.2
8,41980,41963.9
9,42140,42175.6
10,42350,42387.3
11,42560,42599
12,42810,42810.6
1,43290,43270.1
2,43480,43481.4
3,43710,43692.7
4,43900,43903.9
5,44100,44115.2
6,44360,44326.5
7,44560,44537.8
8,44730,44749.1
9,44880,44960.3
10,45110,45171.6
11,45330,45382.9
12,45520,45594.2
1,45870,45805.5
2,46060,46016.8
3,46290,46228
4,46510,46439.3
5,46710,46650.6
6,46970,46861.9
7,47150,47073.2
8,47230,47284.4
9,47470,47495.7
10,47670,47707
11,47810,47918.3
12,48110,48129.6
1,48650,48606.9
2,48850,48818.2
3,49080,49029.4
4,49250,49240.7
5,49430,49452
6,49720,49663.3
7,49920,49874.5
8,50070,50085.8
9,50250,50297.1
10,50480,50508.3
11,50620,50719.6
12,50850,50930.9
1,51210,51142.1
2,51430,51353.4
3,51620,51564.7
4,51810,51776
5,52020,51987.2
6,52270,52198.5
7,52460,52409.8
8,52570,52621
9,52800,52832.3
10,53040,53043.6
11,53180,53254.8
12,53440,53466.1
1,53960,53932.3
2,54160,54143.6
3,54340,54354.9
4,54530,54566.2
5,54770,54777.5
6,55050,54988.8
7,55240,55200
8,55410,55411.3
9,55520,55622.6
10,55800,55833.9
11,55980,56045.2
12,56200,56256.5
1,56510,56467.8
2,56730,56679.1
3,56960,56890.4
4,57130,57101.7
5,57350,57313
6,57590,57524.3
7,57790,57735.6
8,57980,57946.9
9,58130,58158.2
10,58310,58369.5
11,58530,58580.8
12,58750,58792.1
1,59230,59247.4
2,59440,59457.2
3,59690,59667
4,59880,59876.8
5,60070,60086.6
6,60370,60296.4
7,60540,60506.2
8,60700,60716
9,60850,60925.8
10,61050,61135.6
11,61310,61345.4
12,61500,61555.2
1,61800,61765
2,62010,61974.8
3,62230,62184.6
4,62410,62394.4
5,62630,62604.2
6,62860,62814
7,63060,63023.8
8,63230,63233.6
9,63420,63443.4
10,63640,63653.2
11,63800,63863
12,64080,64072.7
1,64500,64524.9
2,64730,64734.9
3,64920,64944.9
4,65160,65155
5,65340,65365
6,65600,65575
7,65790,65785.1
8,66010,65995.1
9,66150,66205.1
10,66380,66415.2
11,66590,66625.2
12,66800,66835.2
1,67060,67045.3
2,67260,67255.3
3,67500,67465.4
4,67690,67675.4
5,67910,67885.4
6,68160,68095.5
7,68320,68305.5
8,68490,68515.5
9,68710,68725.6
10,68930,68935.6
11,69120,69145.6
12,69370,69355.7
1,69820,69811.3
2,70030,70021.1
3,70220,70230.9
4,70410,70440.7
5,70650,70650.5
6,70890,70860.3
7,71080,71070.1
8,71260,71279.9
9,71420,71489.7
10,71640,71699.5
11,71850,71909.4
12,72060,72119.2
1,72380,72329
2,72610,72538.8
3,72830,72748.6
4,72980,72958.4
5,73200,73168.2
6,73450,73378
7,73650,73587.8
8,73780,73797.6
