Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,180,212.609
3,380,425.217
4,600,637.826
5,840,850.435
6,1140,1063.04
7,1350,1275.65
8,1520,1488.26
9,1750,1700.87
10,1980,1913.48
11,2200,2126.09
12,2520,2338.7
1,2670,2551.3
2,2810,2763.91
3,3030,2976.52
4,3210,3189.13
5,3400,3401.74
6,3620,3614.35
7,3760,3826.96
8,4000,4039.57
9,4200,4252.17
10,4440,4464.78
11,4610,4677.39
12,4890,4890
1,5370,5309.7
2,5570,5511.78
3,5740,5713.86
4,5960,5915.94
5,6130,6118.02
6,6370,6320.1
7,6540,6522.18
8,6720,6724.26
9,6880,6926.34
10,7090,7128.42
11,7310,7330.51
12,7610,7532.59
1,7740,7734.67
2,7940,7936.75
3,8120,8138.83
4,8310,8340.91
5,8550,8542.99
6,8760,8745.07
7,8920,8947.15
8,9120,9149.23
9,9330,9351.31
10,9560,9553.39
11,9690,9755.48
12,9940,9957.56
1,10440,10390.6
2,10590,10589.4
3,10800,10788.2
4,11030,10987.1
5,11170,11185.9
6,11420,11384.7
7,11590,11583.5
8,11750,11782.4
9,11960,11981.2
10,12180,12180
11,12410,12378.8
12,12570,12577.6
1,12820,12776.5
2,12960,12975.3
3,13140,13174.1
4,13370,13372.9
5,13560,13571.8
6,13810,13770.6
7,13950,13969.4
8,14150,14168.2
9,14350,14367.1
10,14580,14565.9
11,14730,14764.7
12,14970,14963.5
1,15460,15410.8
2,15610,15608.4
3,15820,15805.9
4,16030,16003.5
5,16210,16201
6,16450,16398.6
7,16610,16596.1
8,16780,16793.7
9,16960,16991.2
10,17180,17188.8
11,17380,17386.3
12,17600,17583.9
1,17820,17781.5
2,18030,17979
3,18180,18176.6
4,18350,18374.1
5,18560,18571.7
6,18770,18769.2
7,18950,18966.8
8,19150,19164.3
9,19370,19361.9
10,19570,19559.4
11,19690,19757
12,19970,19954.5
1,20430,20404.4
2,20610,20602.1
3,20800,20799.7
4,21040,20997.4
5,21210,21195
6,21420,21392.7
7,21600,21590.4
8,21770,21788
9,21970,21985.7
10,22190,22183.3
11,22390,22381
12,22590,22578.6
1,22780,22776.3
2,22950,22974
3,23120,23171.6
4,23370,23369.3
5,23600,23566.9
6,23810,23764.6
7,23960,23962.3
8,24160,24159.9
9,24340,24357.6
10,24570,24555.2
11,24730,24752.9
12,24940,24950.6
1,25410,25395.9
2,25610,25592.4
