1,7480
2,7650
3,7860
4,8140
5,8340
6,8540
7,8750
8,9000
9,9240
10,9460
11,9630
12,9850
1,10090
2,10280
3,10510
4,10670
5,10850
6,11060
7,11260
8,11500
9,11660
10,11970
11,12080
12,12320
1,12890
2,13000
3,13200
4,13390
5,13610
6,13770
7,13940
8,14110
9,14350
10,14570
11,14760
12,14950
1,15240
2,15400
3,15600
4,15740
5,15920
6,16170
7,16350
8,16530
9,16750
10,16990
11,17140
12,17410
1,17900
2,18060
3,18250
4,18420
5,18590
6,18780
7,18960
8,19140
9,19350
10,19560
11,19730
12,19980
1,20230
2,20400
3,20610
4,20770
5,20930
6,21150
7,21340
8,21510
9,21700
10,21960
11,22100
12,22400
1,22880
2,23000
3,23210
4,23400
5,23560
6,23790
7,23960
8,24130
9,24300
10,24510
11,24690
12,24930
1,25170
2,25380
3,25570
4,25730
5,25890
6,26100
7,26290
8,26480
9,26690
10,26940
11,27090
12,27370
1,27830
2,28010
3,28190
4,28340
5,28530
6,28720
7,28910
8,29010
9,29270
10,29480
11,29670
12,29940
1,30130
2,30300
3,30480
4,30650
5,30840
6,31070
7,31250
8,31450
9,31610
10,31860
11,32010
12,32310
1,32780
2,32950
3,33120
4,33280
5,33470
6,33670
7,33850
8,34030
9,34250
10,34490
11,34650
12,34870
1,35100
2,35280
3,35460
4,35600
5,35810
6,36030
7,36220
8,36420
9,36620
10,36840
11,37000
12,37280
1,37780
2,37930
3,38110
4,38270
5,38430
6,38600
7,38810
8,38960
9,39190
10,39430
11,39590
12,39810
1,40080
2,40250
3,40430
4,40600
5,40760
6,40980
7,41140
8,41340
9,41540
10,41770
11,41930
12,42200
1,42720
2,42890
3,43040
4,43210
5,43410
6,43600
7,43800
8,43930
9,44110
10,44360
11,44530
12,44750
1,45010
2,45170
3,45350
4,45520
5,45730
6,45920
7,46140
8,46290
9,46490
10,46720
11,46870
12,47180
1,47620
2,47790
3,47970
4,48140
5,48350
6,48550
7,48740
8,48930
9,49110
10,49320
11,49490
12,49720
1,49960
2,50120
3,50300
4,50480
5,50640
6,50850
7,51040
8,51280
9,51470
10,51710
11,51870
12,52110
1,52610
2,52770
3,52960
4,53080
5,53290
6,53480
7,53660
8,53840
9,54060
10,54270
11,54440
12,54650
1,54920
2,55080
3,55280
4,55440
5,55580
6,55810
7,55990
8,56180
9,56400
10,56620
11,56800
12,57070
1,57520
2,57690
3,57880
4,58030
5,58200
6,58400
7,58600
8,58750
9,58980
10,59180
11,59360
12,59620
1,59810
2,59990
3,60180
4,60320
5,60550
6,60740
7,60930
8,61150
9,61330
10,61550
11,61720
12,61990
1,62450
2,62610
3,62790
4,62970
5,63160
6,63330
7,63510
