Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,180,220.435
3,410,440.87
4,640,661.304
5,840,881.739
6,1090,1102.17
7,1340,1322.61
8,1580,1543.04
9,1760,1763.48
10,2020,1983.91
11,2260,2204.35
12,2480,2424.78
1,2710,2645.22
2,2930,2865.65
3,3140,3086.09
4,3240,3306.52
5,3440,3526.96
6,3650,3747.39
7,3910,3967.83
8,4170,4188.26
9,4390,4408.7
10,4620,4629.13
11,4840,4849.57
12,5070,5070
1,5550,5493.65
2,5750,5701.12
3,5940,5908.58
4,6160,6116.05
5,6330,6323.52
6,6550,6530.98
7,6720,6738.45
8,6940,6945.91
9,7170,7153.38
10,7360,7360.85
11,7560,7568.31
12,7760,7775.78
1,8040,7983.24
2,8210,8190.71
3,8410,8398.17
4,8580,8605.64
5,8760,8813.11
6,8990,9020.57
7,9160,9228.04
8,9410,9435.5
9,9610,9642.97
10,9830,9850.44
11,10060,10057.9
12,10260,10265.4
1,10730,10696.2
2,10920,10897.6
3,11110,11099.1
4,11310,11300.6
5,11480,11502
6,11690,11703.5
7,11900,11905
8,12110,12106.4
9,12350,12307.9
10,12520,12509.4
11,12700,12710.9
12,12840,12912.3
1,13140,13113.8
2,13280,13315.3
3,13530,13516.7
4,13700,13718.2
5,13910,13919.7
6,14110,14121.1
7,14330,14322.6
8,14540,14524.1
9,14690,14725.6
10,14930,14927
11,15120,15128.5
12,15330,15330
1,15800,15763.1
2,15950,15963
3,16160,16162.8
4,16350,16362.7
5,16520,16562.5
6,16730,16762.3
7,16940,16962.2
8,17180,17162
9,17390,17361.9
10,17560,17561.7
11,17760,17761.6
12,17940,17961.4
1,18200,18161.2
2,18380,18361.1
3,18560,18560.9
4,18720,18760.8
5,18920,18960.6
6,19140,19160.5
7,19330,19360.3
8,19570,19560.2
9,19750,19760
10,19980,19959.8
11,20180,20159.7
12,20390,20359.5
1,20900,20824
2,21060,21024.8
3,21260,21225.6
4,21460,21426.4
5,21640,21627.2
6,21820,21828
7,22030,22028.8
8,22220,22229.6
9,22440,22430.4
10,22630,22631.2
11,22840,22832
12,22990,23032.8
1,23260,23233.5
2,23420,23434.3
3,23650,23635.1
4,23820,23835.9
5,24000,24036.7
6,24200,24237.5
7,24420,24438.3
8,24650,24639.1
9,24840,24839.9
10,25060,25040.7
11,25240,25241.5
12,25490,25442.3
1,25940,25887.2
2,26090,26086.8
3,26270,26286.5
4,26460,26486.1
5,26650,26685.7
6,26860,26885.3
7,27080,27085
8,27290,27284.6
9,27510,27484.2
10,27690,27683.8
11,27880,27883.5
12,28080,28083.1
1,28310,28282.7
2,28530,28482.3
3,28720,28682
4,28880,28881.6
5,29060,29081.2
6,29260,29280.8
7,29430,29480.5
8,29670,29680.1
9,29840,29879.7
10,30080,30079.3
11,30260,30279
12,30540,30478.6
1,30970,30922.3
2,31120,31122.2
3,31330,31322
4,31490,31521.9
5,31700,31721.7
6,31910,31921.5
7,32100,32121.4
8,32340,32321.2
9,32540,32521.1
10,32700,32720.9
11,32890,32920.7
12,33110,33120.6
1,33330,33320.4
2,33540,33520.3
3,33730,33720.1
4,33900,33919.9
5,34080,34119.8
6,34270,34319.6
7,34530,34519.4
8,34720,34719.3
9,34940,34919.1
10,35140,35119
11,35310,35318.8
12,35570,35518.6
1,36020,35962.9
2,36190,36162
3,36360,36361.2
4,36530,36560.3
5,36720,36759.5
6,36940,36958.6
7,37140,37157.7
8,37360,37356.9
9,37580,37556
10,37730,37755.1
11,37950,37954.3
12,38160,38153.4
1,38390,38352.5
2,38580,38551.7
3,38770,38750.8
4,38910,38949.9
5,39090,39149.1
