Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,240,219.565
3,450,439.13
4,660,658.696
5,900,878.261
6,1130,1097.83
7,1310,1317.39
8,1540,1536.96
9,1760,1756.52
10,2070,1976.09
11,2210,2195.65
12,2410,2415.22
1,2650,2634.78
2,2840,2854.35
3,3040,3073.91
4,3200,3293.48
5,3400,3513.04
6,3660,3732.61
7,3860,3952.17
8,4030,4171.74
9,4270,4391.3
10,4580,4610.87
11,4700,4830.43
12,5050,5050
1,5450,5416.39
2,5620,5618.59
3,5830,5820.78
4,6000,6022.98
5,6170,6225.17
6,6400,6427.37
7,6600,6629.56
8,6780,6831.76
9,6980,7033.95
10,7230,7236.15
11,7380,7438.34
12,7700,7640.54
1,7860,7842.73
2,8060,8044.93
3,8250,8247.12
4,8380,8449.32
5,8600,8651.51
6,8850,8853.7
7,9050,9055.9
8,9230,9258.09
9,9440,9460.29
10,9660,9662.48
11,9790,9864.68
12,10130,10066.9
1,10570,10509.1
2,10740,10710.3
3,10930,10911.6
4,11130,11112.8
5,11330,11314.1
6,11530,11515.3
7,11730,11716.5
8,11880,11917.8
9,12120,12119
10,12330,12320.3
11,12460,12521.5
12,12730,12722.7
1,12960,12924
2,13150,13125.2
3,13350,13326.5
4,13490,13527.7
5,13680,13728.9
6,13870,13930.2
7,14100,14131.4
8,14340,14332.6
9,14530,14533.9
10,14780,14735.1
11,14910,14936.4
12,15200,15137.6
1,15630,15571.3
2,15830,15770.4
3,15990,15969.4
4,16130,16168.4
5,16320,16367.4
6,16570,16566.4
7,16770,16765.4
8,16950,16964.5
9,17150,17163.5
10,17360,17362.5
11,17530,17561.5
12,17790,17760.5
1,17990,17959.6
2,18200,18158.6
3,18350,18357.6
4,18510,18556.6
5,18710,18755.6
6,18940,18954.6
7,19170,19153.7
8,19320,19352.7
9,19520,19551.7
10,19770,19750.7
11,19920,19949.7
12,20230,20148.7
1,20640,20597
2,20820,20796.1
3,21040,20995.2
4,21200,21194.3
5,21410,21393.5
6,21620,21592.6
7,21840,21791.7
8,21970,21990.8
9,22190,22190
10,22380,22389.1
11,22530,22588.2
12,22780,22787.3
1,22930,22986.5
2,23200,23185.6
3,23390,23384.7
4,23550,23583.8
5,23740,23783
6,23970,23982.1
7,24200,24181.2
8,24400,24380.3
9,24590,24579.4
10,24800,24778.6
11,24940,24977.7
12,25240,25176.8
1,25680,25622.4
2,25830,25820.7
3,26060,26019
4,26210,26217.3
5,26410,26415.6
6,26600,26613.9
7,26820,26812.1
8,26990,27010.4
9,27210,27208.7
10,27460,27407
11,27580,27605.3
12,27800,27803.6
1,28010,28001.9
2,28230,28200.1
3,28380,28398.4
4,28560,28596.7
5,28750,28795
6,28960,28993.3
7,29190,29191.6
8,29400,29389.9
9,29610,29588.1
10,29790,29786.4
11,29940,29984.7
12,30250,30183
1,30700,30620.8
2,30860,30818.2
3,31040,31015.7
