Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,210,215.652
3,450,431.304
4,680,646.957
5,930,862.609
6,1170,1078.26
7,1340,1293.91
8,1530,1509.57
9,1720,1725.22
10,1950,1940.87
11,2150,2156.52
12,2420,2372.17
1,2710,2587.83
2,2950,2803.48
3,3090,3019.13
4,3330,3234.78
5,3530,3450.43
6,3740,3666.09
7,3910,3881.74
8,4100,4097.39
9,4290,4313.04
10,4510,4528.7
11,4740,4744.35
12,4960,4960
1,5410,5380.64
2,5620,5586.49
3,5850,5792.35
4,6040,5998.21
5,6260,6204.06
6,6470,6409.92
7,6590,6615.78
8,6770,6821.63
9,6970,7027.49
10,7180,7233.34
11,7360,7439.2
12,7610,7645.06
1,7890,7850.91
2,8120,8056.77
3,8310,8262.63
4,8510,8468.48
5,8700,8674.34
6,8920,8880.2
7,9070,9086.05
8,9260,9291.91
9,9460,9497.77
10,9660,9703.62
11,9850,9909.48
12,10090,10115.3
1,10510,10535.5
2,10720,10736.4
3,10950,10937.3
4,11210,11138.2
5,11370,11339.1
6,11560,11540
7,11690,11740.9
8,11920,11941.8
9,12140,12142.6
10,12280,12343.5
11,12470,12544.4
12,12720,12745.3
1,12980,12946.2
2,13200,13147.1
3,13380,13348
4,13590,13548.9
5,13780,13749.8
6,13980,13950.7
7,14190,14151.5
8,14290,14352.4
9,14510,14553.3
10,14730,14754.2
11,14900,14955.1
12,15170,15156
1,15640,15604.7
2,15850,15805.5
3,16080,16006.3
4,16290,16207.1
5,16410,16407.9
6,16620,16608.7
7,16750,16809.5
8,16950,17010.3
9,17150,17211.2
10,17360,17412
11,17550,17612.8
12,17800,17813.6
1,18040,18014.4
2,18270,18215.2
3,18460,18416
4,18660,18616.8
5,18850,18817.6
6,19040,19018.4
7,19240,19219.3
8,19420,19420.1
9,19600,19620.9
10,19820,19821.7
11,19980,20022.5
12,20210,20223.3
1,20680,20671.8
2,20900,20872.2
3,21120,21072.6
4,21320,21273
5,21530,21473.5
6,21710,21673.9
7,21860,21874.3
8,22030,22074.7
9,22220,22275.2
10,22400,22475.6
11,22580,22676
12,22810,22876.4
1,23120,23076.9
2,23350,23277.3
3,23530,23477.7
4,23730,23678.1
5,23940,23878.6
6,24090,24079
7,24310,24279.4
8,24460,24479.8
9,24660,24680.2
10,24850,24880.7
11,25040,25081.1
12,25280,25281.5
1,25720,25721.8
2,25940,25921.1
3,26170,26120.3
4,26380,26319.6
5,26540,26518.9
6,26710,26718.1
7,26870,26917.4
8,27070,27116.7
9,27280,27316
10,27450,27515.2
11,27640,27714.5
12,27880,27913.8
1,28130,28113
2,28370,28312.3
3,28570,28511.6
4,28760,28710.8
5,28950,28910.1
6,29120,29109.4
7,29350,29308.7
8,29490,29507.9
9,29680,29707.2
10,29890,29906.5
11,30070,30105.7
12,30300,30305
1,30780,30749.4
2,30980,30948.8
3,31190,31148.3
4,31390,31347.7
5,31580,31547.1
6,31750,31746.6
7,31880,31946
8,32080,32145.4
9,32270,32344.9
10,32480,32544.3
11,32650,32743.7
12,32900,32943.2
1,33160,33142.6
2,33400,33342
3,33620,33541.5
4,33790,33740.9
5,34030,33940.3
6,34170,34139.8
7,34350,34339.2
8,34550,34538.6
9,34720,34738.1
10,34900,34937.5
11,35080,35136.9
12,35350,35336.4
1,35790,35779
2,35980,35978.4
3,36230,36177.8
4,36420,36377.2
5,36620,36576.7
6,36790,36776.1
7,36940,36975.5
8,37120,37174.9
9,37330,37374.3
10,37500,37573.7
11,37680,37773.2
12,37930,37972.6
1,38190,38172
2,38410,38371.4
3,38620,38570.8
4,38800,38770.2
5,39020,38969.7
6,39170,39169.1
7,39410,39368.5
8,39560,39567.9
9,39760,39767.3
10,39960,39966.8
11,40120,40166.2
12,40390,40365.6
1,40870,40811.3
2,41060,41010.6
3,41280,41209.9
4,41420,41409.2
5,41600,41608.6
6,41780,41807.9
7,41940,42007.2
8,42120,42206.5
9,42350,42405.8
10,42550,42605.2
11,42740,42804.5
12,43010,43003.8
1,43230,43203.1
2,43450,43402.4
3,43660,43601.8
4,43860,43801.1
