Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,250,227.391
3,550,454.783
4,800,682.174
5,1060,909.565
6,1310,1136.96
7,1470,1364.35
8,1710,1591.74
9,1900,1819.13
10,2160,2046.52
11,2390,2273.91
12,2710,2501.3
1,2920,2728.7
2,3210,2956.09
3,3410,3183.48
4,3600,3410.87
5,3810,3638.26
6,4070,3865.65
7,4230,4093.04
8,4420,4320.43
9,4610,4547.83
10,4800,4775.22
11,4990,5002.61
12,5230,5230
1,5700,5680.76
2,5970,5894.3
3,6170,6107.83
4,6440,6321.36
5,6650,6534.9
6,6800,6748.43
7,6960,6961.96
8,7180,7175.5
9,7350,7389.03
10,7570,7602.56
11,7770,7816.1
12,7900,8029.63
1,8250,8243.16
2,8480,8456.69
3,8690,8670.23
4,8900,8883.76
5,9110,9097.29
6,9340,9310.83
7,9550,9524.36
8,9690,9737.89
9,9900,9951.43
10,10140,10165
11,10300,10378.5
12,10570,10592
1,10990,11005.7
2,11200,11210.7
3,11380,11415.7
4,11610,11620.7
5,11840,11825.8
6,12060,12030.8
7,12210,12235.8
8,12370,12440.8
9,12570,12645.8
10,12800,12850.9
11,13020,13055.9
12,13200,13260.9
1,13500,13465.9
2,13720,13670.9
3,13900,13876
4,14100,14081
5,14270,14286
6,14490,14491
7,14710,14696.1
8,14850,14901.1
9,15120,15106.1
10,15330,15311.1
11,15480,15516.1
12,15730,15721.2
1,16180,16169.8
2,16390,16375
3,16580,16580.1
4,16810,16785.3
5,17000,16990.4
6,17200,17195.5
7,17400,17400.7
8,17580,17605.8
9,17780,17811
10,17960,18016.1
11,18170,18221.3
12,18320,18426.4
1,18670,18631.5
2,18830,18836.7
3,19070,19041.8
4,19260,19247
5,19450,19452.1
6,19660,19657.3
7,19900,19862.4
8,20060,20067.6
9,20280,20272.7
10,20500,20477.8
11,20660,20683
12,20930,20888.1
1,21390,21340.8
2,21580,21545.4
3,21750,21750
4,21970,21954.6
5,22160,22159.2
6,22340,22363.8
7,22550,22568.4
8,22740,22772.9
9,22930,22977.5
10,23170,23182.1
11,23340,23386.7
12,23570,23591.3
1,23830,23795.9
2,24020,24000.5
3,24230,24205
4,24440,24409.6
5,24570,24614.2
6,24800,24818.8
7,25040,25023.4
8,25260,25228
9,25430,25432.6
10,25660,25637.1
11,25780,25841.7
12,26090,26046.3
1,26520,26494.8
2,26720,26699.1
3,26920,26903.4
4,27130,27107.8
5,27280,27312.1
6,27520,27516.4
7,27720,27720.8
8,27920,27925.1
9,28070,28129.4
10,28270,28333.7
11,28450,28538.1
12,28730,28742.4
1,28940,28946.7
2,29140,29151.1
3,29390,29355.4
4,29590,29559.7
5,29790,29764
6,29990,29968.4
7,30210,30172.7
8,30440,30377
9,30590,30581.3
10,30730,30785.7
11,30950,30990
12,31220,31194.3
1,31660,31644.8
2,31870,31849.9
3,32040,32055
4,32270,32260.1
5,32500,32465.2
6,32690,32670.4
7,32890,32875.5
8,33080,33080.6
9,33240,33285.7
10,33390,33490.8
11,33610,33695.9
12,33850,33901
1,34130,34106.2
2,34340,34311.3
3,34550,34516.4
4,34740,34721.5
5,34890,34926.6
6,35140,35131.7
7,35350,35336.8
8,35570,35542
9,35780,35747.1
10,35950,35952.2
11,36140,36157.3
12,36390,36362.4
1,36830,36817.9
2,37060,37024.1
3,37260,37230.3
4,37460,37436.6
5,37640,37642.8
6,37850,37849
7,38040,38055.2
8,38250,38261.4
9,38430,38467.6
10,38630,38673.8
11,38820,38880
12,39050,39086.3
1,39300,39292.5
2,39510,39498.7
3,39750,39704.9
4,39920,39911.1
5,40100,40117.3
6,40330,40323.5
7,40540,40529.7
8,40760,40736
9,40970,40942.2
10,41150,41148.4
11,41320,41354.6
12,41590,41560.8
1,42010,42005.1
2,42200,42211.3
3,42420,42417.6
4,42630,42623.8
5,42820,42830
6,43030,43036.2
7,43250,43242.4
8,43440,43448.6
9,43630,43654.8
10,43800,43861
11,44010,44067.2
12,44280,44273.4
1,44510,44479.6
2,44690,44685.8
3,44930,44892
4,45120,45098.2
5,45300,45304.4
6,45480,45510.7
7,45720,45716.9
8,45940,45923.1
9,46140,46129.3
10,46350,46335.5
11,46510,46541.7
12,46770,46747.9
1,47220,47193.7
2,47400,47400.2
3,47590,47606.7
4,47800,47813.2
5,48030,48019.7
6,48230,48226.2
7,48420,48432.7
8,48630,48639.3
9,48830,48845.8
10,49010,49052.3
11,49220,49258.8
12,49480,49465.3
1,49680,49671.8
2,49880,49878.3
