Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,210,222.174
3,420,444.348
4,660,666.522
5,860,888.696
6,1120,1110.87
7,1350,1333.04
8,1560,1555.22
9,1750,1777.39
10,2010,1999.57
11,2250,2221.74
12,2480,2443.91
1,2760,2666.09
2,2980,2888.26
3,3190,3110.43
4,3310,3332.61
5,3500,3554.78
6,3750,3776.96
7,3950,3999.13
8,4140,4221.3
9,4360,4443.48
10,4610,4665.65
11,4850,4887.83
12,5110,5110
1,5580,5542.24
2,5770,5752.94
3,5980,5963.63
4,6220,6174.33
5,6400,6385.02
6,6630,6595.72
7,6840,6806.41
8,7020,7017.11
9,7210,7227.8
10,7450,7438.5
11,7620,7649.19
12,7790,7859.89
1,8150,8070.58
2,8350,8281.28
3,8520,8491.97
4,8730,8702.67
5,8860,8913.36
6,9090,9124.06
7,9300,9334.76
8,9530,9545.45
9,9710,9756.15
10,9930,9966.84
11,10120,10177.5
12,10390,10388.2
1,10910,10853
2,11120,11059.7
3,11300,11266.4
4,11540,11473.1
5,11710,11679.8
6,11920,11886.5
7,12110,12093.2
8,12310,12299.9
9,12500,12506.7
10,12740,12713.4
11,12890,12920.1
12,13060,13126.8
1,13350,13333.5
2,13530,13540.2
3,13740,13746.9
4,13920,13953.6
5,14130,14160.4
6,14370,14367.1
7,14590,14573.8
8,14770,14780.5
9,14950,14987.2
10,15200,15193.9
11,15390,15400.6
12,15630,15607.3
1,16110,16061
2,16300,16265.5
3,16480,16470.1
4,16660,16674.6
5,16870,16879.2
6,17050,17083.7
7,17260,17288.3
8,17460,17492.8
9,17700,17697.3
10,17900,17901.9
11,18080,18106.4
12,18260,18311
1,18600,18515.5
2,18810,18720.1
3,18980,18924.6
4,19120,19129.2
5,19310,19333.7
6,19520,19538.2
7,19720,19742.8
8,19940,19947.3
9,20140,20151.9
10,20370,20356.4
11,20530,20561
12,20760,20765.5
1,21290,21236.4
2,21480,21439.9
3,21660,21643.5
4,21880,21847.1
5,22100,22050.7
6,22270,22254.3
7,22470,22457.9
8,22630,22661.5
9,22860,22865
10,23080,23068.6
11,23220,23272.2
12,23420,23475.8
1,23710,23679.4
2,23930,23883
3,24080,24086.6
4,24260,24290.2
5,24490,24493.7
6,24680,24697.3
7,24910,24900.9
8,25120,25104.5
9,25280,25308.1
10,25510,25511.7
11,25660,25715.3
12,25990,25918.8
1,26450,26389.8
2,26640,26592.9
3,26830,26796.1
4,27000,26999.2
5,27190,27202.3
6,27400,27405.4
7,27600,27608.5
8,27790,27811.7
