Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,220,223.478
3,460,446.957
4,720,670.435
5,890,893.913
6,1160,1117.39
7,1380,1340.87
8,1590,1564.35
9,1840,1787.83
10,2110,2011.3
11,2340,2234.78
12,2470,2458.26
1,2840,2681.74
2,3040,2905.22
3,3220,3128.7
4,3390,3352.17
5,3560,3575.65
6,3800,3799.13
7,4020,4022.61
8,4260,4246.09
9,4520,4469.57
10,4720,4693.04
11,4880,4916.52
12,5140,5140
1,5680,5586.25
2,5870,5797.88
3,6070,6009.5
4,6270,6221.13
5,6450,6432.76
6,6630,6644.38
7,6880,6856.01
8,7060,7067.64
9,7310,7279.27
10,7510,7490.89
11,7690,7702.52
12,7910,7914.15
1,8100,8125.77
2,8320,8337.4
3,8580,8549.03
4,8740,8760.66
5,8950,8972.28
6,9180,9183.91
7,9370,9395.54
8,9580,9607.16
9,9790,9818.79
10,9970,10030.4
11,10200,10242
12,10480,10453.7
1,10930,10897.4
2,11140,11104.2
3,11340,11310.9
4,11520,11517.6
5,11700,11724.4
6,11940,11931.1
7,12150,12137.9
8,12310,12344.6
9,12560,12551.3
10,12770,12758.1
11,12950,12964.8
12,13180,13171.5
1,13420,13378.3
2,13560,13585
3,13790,13791.8
4,13950,13998.5
5,14130,14205.2
6,14360,14412
7,14610,14618.7
8,14810,14825.4
9,15040,15032.2
10,15240,15238.9
11,15430,15445.6
12,15740,15652.4
1,16170,16127.6
2,16360,16334.6
3,16590,16541.6
4,16800,16748.7
5,16980,16955.7
6,17200,17162.8
7,17410,17369.8
8,17540,17576.8
9,17790,17783.9
10,17990,17990.9
11,18160,18198
12,18350,18405
1,18610,18612
2,18800,18819.1
3,19050,19026.1
4,19230,19233.2
5,19400,19440.2
6,19640,19647.2
7,19860,19854.3
8,20070,20061.3
9,20290,20268.4
10,20460,20475.4
11,20670,20682.4
12,20930,20889.5
1,21380,21355.8
2,21570,21562
3,21820,21768.2
4,21990,21974.4
5,22200,22180.6
6,22380,22386.8
7,22650,22593
8,22780,22799.2
9,23020,23005.4
10,23240,23211.6
11,23390,23417.8
12,23590,23624
1,23820,23830.2
2,24020,24036.4
3,24230,24242.6
4,24430,24448.8
5,24600,24655
6,24810,24861.2
7,25050,25067.4
8,25250,25273.6
9,25510,25479.9
10,25730,25686.1
11,25900,25892.3
12,26150,26098.5
1,26600,26559.9
2,26770,26765.2
3,26970,26970.4
4,27170,27175.6
5,27390,27380.8
6,27590,27586.1
7,27800,27791.3
8,27970,27996.5
9,28200,28201.8
10,28460,28407
11,28610,28612.2
12,28790,28817.4
1,29030,29022.7
2,29210,29227.9
3,29450,29433.1
4,29610,29638.4
5,29800,29843.6
6,30020,30048.8
7,30250,30254
8,30450,30459.3
9,30650,30664.5
10,30860,30869.7
11,31080,31075
12,31360,31280.2
1,31790,31743.5
2,31980,31947.2
3,32200,32150.8
4,32350,32354.5
5,32550,32558.2
6,32740,32761.8
7,32960,32965.5
8,33180,33169.2
9,33430,33372.8
10,33570,33576.5
11,33720,33780.2
12,33960,33983.9
1,34200,34187.5
2,34370,34391.2
3,34610,34594.9
4,34740,34798.5
5,34940,35002.2
6,35200,35205.9
7,35390,35409.5
8,35580,35613.2
9,35840,35816.9
10,36040,36020.5
11,36250,36224.2
12,36490,36427.9
1,36930,36896.1
2,37130,37099.6
3,37330,37303.1
4,37490,37506.6
5,37700,37710.1
6,37900,37913.6
7,38140,38117.1
8,38280,38320.6
9,38540,38524.1
10,38770,38727.6
11,38900,38931.1
12,39120,39134.6
1,39390,39338.1
2,39550,39541.6
3,39760,39745.1
4,39900,39948.6
5,40110,40152.1
6,40310,40355.6
7,40560,40559.1
8,40740,40762.6
9,40970,40966.1
10,41150,41169.6
11,41370,41373.1
12,41670,41576.6
1,42070,42047.5
2,42260,42251.2
3,42470,42454.8
4,42680,42658.4
5,42870,42862
6,43060,43065.6
7,43280,43269.2
8,43440,43472.8
9,43690,43676.4
10,43910,43880
11,44050,44083.6
12,44230,44287.2
1,44540,44490.8
2,44730,44694.4
3,44910,44898
4,45080,45101.6
5,45270,45305.2
6,45480,45508.8
7,45710,45712.4
8,45900,45916
9,46140,46119.6
10,46310,46323.2
11,46530,46526.8
12,46770,46730.4
1,47260,47205.4
2,47470,47409.8
3,47650,47614.1
4,47830,47818.4
5,48020,48022.7
6,48200,48227
7,48430,48431.3
8,48610,48635.7
9,48840,48840
10,49060,49044.3
11,49210,49248.6
12,49420,49452.9
1,49640,49657.2
2,49870,49861.6
3,50070,50065.9
4,50230,50270.2
5,50450,50474.5
6,50640,50678.8
7,50880,50883.1
8,51090,51087.5
9,51290,51291.8
10,51520,51496.1
11,51760,51700.4
12,51940,51904.7
2,52370,52369.8
1,52630,52574.4
4,52770,52779
3,52990,52983.7
6,53170,53188.3
5,53410,53392.9
8,53610,53597.6
7,53840,53802.2
10,53930,54006.8
9,54200,54211.5
12,54370,54416.1
11,54610,54620.7
1,54810,54825.4
2,55060,55030
4,55230,55234.6
6,55430,55439.3
3,55630,55643.9
8,55820,55848.5
5,56020,56053.1
10,56220,56257.8
7,56450,56462.4
12,56680,56667
9,56910,56871.7
11,57170,57076.3
2,57560,57540.7
1,57790,57743.4
6,57940,57946.1
4,58150,58148.9
8,58380,58351.6
3,58560,58554.3
10,58720,58757.1
5,58890,58959.8
12,59130,59162.5
7,59370,59365.3
11,59540,59568
9,59760,59770.7
2,60020,59973.4
6,60200,60176.2
1,60440,60378.9
4,60610,60581.6
3,60810,60784.4
8,61020,60987.1
5,61120,61189.8
10,61330,61392.6
