Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,220,210.87
3,410,421.739
4,650,632.609
5,840,843.478
6,1030,1054.35
7,1280,1265.22
8,1430,1476.09
9,1680,1686.96
10,1920,1897.83
11,2110,2108.7
12,2230,2319.57
1,2500,2530.43
2,2720,2741.3
3,2920,2952.17
4,3120,3163.04
5,3290,3373.91
6,3490,3584.78
7,3710,3795.65
8,3890,4006.52
9,4090,4217.39
10,4380,4428.26
11,4550,4639.13
12,4850,4850
1,5230,5212.02
2,5390,5412.35
3,5610,5612.69
4,5790,5813.03
5,5970,6013.37
6,6170,6213.7
7,6360,6414.04
8,6520,6614.38
9,6790,6814.71
10,7010,7015.05
11,7170,7215.39
12,7460,7415.72
1,7630,7616.06
2,7840,7816.4
3,8030,8016.74
4,8230,8217.07
5,8390,8417.41
6,8580,8617.75
7,8820,8818.08
8,9000,9018.42
9,9160,9218.76
10,9400,9419.1
11,9570,9619.43
12,9930,9819.77
1,10310,10259.1
2,10510,10461.4
3,10720,10663.8
4,10890,10866.1
5,11040,11068.4
6,11290,11270.7
7,11510,11473
8,11610,11675.3
9,11860,11877.6
10,12090,12079.9
11,12250,12282.2
12,12480,12484.5
1,12690,12686.8
2,12930,12889.1
3,13110,13091.4
4,13300,13293.7
5,13490,13496
6,13690,13698.3
7,13970,13900.6
8,14130,14102.9
9,14280,14305.2
10,14460,14507.5
11,14650,14709.8
12,14960,14912.1
1,15410,15333.5
2,15570,15533.3
3,15780,15733.2
4,15920,15933
5,16100,16132.8
6,16320,16332.7
7,16560,16532.5
8,16690,16732.3
9,16930,16932.1
10,17100,17132
11,17250,17331.8
12,17520,17531.6
1,17790,17731.5
2,17990,17931.3
3,18140,18131.1
4,18330,18331
5,18510,18530.8
6,18720,18730.6
7,18950,18930.5
8,19150,19130.3
9,19330,19330.1
10,19500,19529.9
11,19670,19729.8
12,19970,19929.6
1,20420,20362.3
2,20590,20562.1
3,20810,20762
4,20990,20961.8
5,21150,21161.7
6,21360,21361.6
7,21590,21561.4
8,21740,21761.3
9,21940,21961.1
10,22150,22161
11,22290,22360.9
12,22530,22560.7
1,22760,22760.6
