Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,200,210
3,400,420
4,530,630
5,800,840
6,970,1050
7,1180,1260
8,1360,1470
9,1570,1680
10,1800,1890
11,2030,2100
12,2270,2310
1,2550,2520
2,2760,2730
3,2970,2940
4,3100,3150
5,3340,3360
6,3540,3570
7,3790,3780
8,3970,3990
9,4200,4200
10,4420,4410
11,4610,4620
12,4830,4830
1,5330,5260.08
2,5500,5467.21
3,5690,5674.33
4,5900,5881.46
5,6120,6088.58
6,6300,6295.71
7,6500,6502.83
8,6690,6709.96
9,6860,6917.08
10,7060,7124.21
11,7270,7331.33
12,7500,7538.46
1,7850,7745.58
2,8050,7952.71
3,8260,8159.83
4,8360,8366.96
5,8590,8574.08
6,8800,8781.21
7,9030,8988.33
8,9130,9195.46
9,9370,9402.58
10,9580,9609.71
11,9750,9816.83
12,10020,10024
1,10550,10448.3
2,10700,10650
3,10890,10851.7
4,11070,11053.3
5,11300,11255
6,11470,11456.7
7,11650,11658.4
8,11810,11860.1
9,12030,12061.8
10,12190,12263.5
11,12380,12465.2
12,12630,12666.9
1,12940,12868.6
2,13120,13070.3
3,13300,13272
4,13430,13473.7
5,13690,13675.4
6,13870,13877.1
7,14070,14078.8
8,14280,14280.5
9,14450,14482.1
10,14700,14683.8
11,14840,14885.5
12,15120,15087.2
1,15600,15516.1
2,15760,15717.5
3,15930,15918.9
4,16100,16120.3
5,16320,16321.6
6,16500,16523
7,16690,16724.4
8,16900,16925.8
9,17080,17127.2
10,17270,17328.5
11,17470,17529.9
12,17680,17731.3
1,18010,17932.7
2,18190,18134
3,18380,18335.4
4,18540,18536.8
5,18790,18738.2
6,18940,18939.6
7,19150,19140.9
8,19320,19342.3
9,19510,19543.7
10,19740,19745.1
11,19960,19946.4
12,20150,20147.8
1,20620,20572.6
2,20770,20772.9
3,20980,20973.1
4,21180,21173.4
5,21370,21373.6
6,21580,21573.9
7,21780,21774.2
8,21940,21974.4
9,22150,22174.7
10,22350,22374.9
11,22540,22575.2
12,22720,22775.4
1,23030,22975.7
2,23230,23175.9
3,23400,23376.2
4,23550,23576.4
5,23780,23776.7
6,23970,23976.9
7,24170,24177.2
8,24370,24377.4
9,24550,24577.7
10,24770,24778
11,24950,24978.2
12,25250,25178.5
1,25680,25603.7
2,25830,25803.9
3,26000,26004
4,26160,26204.1
5,26390,26404.3
6,26580,26604.4
7,26780,26804.6
8,27000,27004.7
9,27200,27204.9
10,27360,27405
11,27550,27605.2
12,27770,27805.3
1,28060,28005.5
2,28250,28205.6
3,28440,28405.7
4,28570,28605.9
5,28810,28806
6,29010,29006.2
7,29230,29206.3
8,29410,29406.5
9,29640,29606.6
10,29770,29806.8
11,29980,30006.9
12,30240,30207.1
1,30710,30633.1
2,30840,30832.9
3,31060,31032.8
4,31220,31232.7
5,31410,31432.5
6,31610,31632.4
7,31800,31832.3
8,31990,32032.2
9,32210,32232
10,32410,32431.9
11,32610,32631.8
12,32780,32831.6
1,33080,33031.5
2,33270,33231.4
3,33470,33431.2
4,33600,33631.1
5,33820,33831
6,34030,34030.9
7,34290,34230.7
8,34440,34430.6
9,34640,34630.5
10,34820,34830.3
11,34990,35030.2
12,35250,35230.1
1,35740,35659.1
2,35890,35858.3
3,36070,36057.5
4,36250,36256.7
5,36470,36455.9
6,36660,36655.2
7,36850,36854.4
8,37030,37053.6
9,37240,37252.8
10,37410,37452
11,37570,37651.2
12,37800,37850.4
1,38060,38049.6
2,38260,38248.8
3,38470,38448.1
4,38620,38647.3
5,38850,38846.5
6,39050,39045.7
7,39290,39244.9
8,39450,39444.1
9,39640,39643.3
10,39860,39842.5
11,40010,40041.7
12,40280,40241
1,40710,40662.7
2,40860,40861.6
3,41060,41060.6
4,41250,41259.5
5,41440,41458.5
6,41640,41657.4
7,41830,41856.4
8,42020,42055.3
9,42260,42254.3
10,42430,42453.2
11,42610,42652.2
12,42810,42851.1
1,43110,43050.1
2,43290,43249
3,43490,43448
4,43610,43646.9
5,43850,43845.8
6,44030,44044.8
7,44260,44243.7
8,44430,44442.7
9,44640,44641.6
10,44860,44840.6
11,44990,45039.5
12,45290,45238.5
1,45750,45674.2
2,45920,45873.7
3,46100,46073.2
4,46260,46272.7
5,46470,46472.2
6,46670,46671.6
7,46870,46871.1
8,47010,47070.6
9,47250,47270.1
10,47430,47469.6
11,47610,47669.1
12,47810,47868.6
1,48110,48068.1
2,48310,48267.6
3,48510,48467.1
4,48680,48666.6
5,48900,48866
6,49080,49065.5
7,49260,49265
8,49460,49464.5
9,49660,49664
10,49870,49863.5
11,50030,50063
12,50280,50262.5
1,50770,50696.2
2,50940,50895.4
3,51120,51094.6
4,51300,51293.8
5,51520,51493
6,51670,51692.2
7,51890,51891.4
8,52070,52090.6
9,52290,52289.8
10,52430,52489
11,52620,52688.3
12,52830,52887.5
1,53090,53086.7
2,53310,53285.9
3,53490,53485.1
4,53620,53684.3
5,53900,53883.5
6,54100,54082.7
7,54330,54281.9
8,54500,54481.1
9,54700,54680.3
10,54870,54879.5
11,55070,55078.7
12,55300,55277.9
2,55760,55725.4
1,55990,55927.2
4,56120,56129
3,56320,56330.8
6,56520,56532.6
5,56770,56734.4
8,56920,56936.2
7,57170,57138
10,57290,57339.8
9,57500,57541.6
12,57700,57743.5
11,57940,57945.3
1,58200,58147.1
2,58420,58348.9
4,58530,58550.7
6,58760,58752.5
3,58980,58954.3
8,59180,59156.1
5,59350,59357.9
10,59550,59559.7
7,59730,59761.6
12,59990,59963.4
9,60130,60165.2
11,60390,60367
2,60870,60806.9
1,61090,61008
6,61210,61209
4,61410,61410.1
8,61570,61611.2
3,61820,61812.2
10,61950,62013.3
5,62130,62214.3
12,62370,62415.4
7,62630,62616.5
11,62820,62817.5
9,63010,63018.6
2,63300,63219.6
6,63470,63420.7
1,63710,63621.8
4,63850,63822.8
3,64050,64023.9
8,64230,64224.9
5,64410,64426
10,64580,64627.1
7,64760,64828.1
12,65000,65029.2
9,65210,65230.2
11,65470,65431.3
6,65880,65870.8
2,66090,66072.3
4,66340,66273.7
1,66570,66475.2
8,66670,66676.6
3,66890,66878.1
10,67040,67079.5
5,67240,67281
12,67450,67482.4
7,67610,67683.8
11,67840,67885.3
9,68030,68086.7
6,68270,68288.2
2,68500,68489.6
