Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,230,221.739
3,440,443.478
4,720,665.217
5,910,886.957
6,1130,1108.7
7,1350,1330.43
8,1570,1552.17
9,1810,1773.91
10,2050,1995.65
11,2250,2217.39
12,2510,2439.13
1,2820,2660.87
2,2990,2882.61
3,3180,3104.35
4,3370,3326.09
5,3530,3547.83
6,3750,3769.57
7,3940,3991.3
8,4160,4213.04
9,4420,4434.78
10,4570,4656.52
11,4810,4878.26
12,5100,5100
1,5590,5527.9
2,5810,5736.55
3,5980,5945.19
4,6180,6153.83
5,6370,6362.47
6,6590,6571.12
7,6800,6779.76
8,6970,6988.4
9,7200,7197.04
10,7430,7405.69
11,7570,7614.33
12,7710,7822.97
1,8070,8031.62
2,8280,8240.26
3,8460,8448.9
4,8680,8657.54
5,8820,8866.19
6,9080,9074.83
7,9290,9283.47
8,9480,9492.11
9,9690,9700.76
10,9850,9909.4
11,10040,10118
12,10330,10326.7
1,10840,10775.8
2,11020,10979.7
3,11210,11183.6
4,11410,11387.5
5,11610,11591.4
6,11800,11795.3
7,11990,11999.2
8,12190,12203.1
9,12390,12407
10,12620,12610.9
11,12760,12814.8
12,12980,13018.7
1,13280,13222.6
2,13450,13426.5
3,13650,13630.4
4,13830,13834.3
5,14000,14038.2
6,14230,14242.1
7,14440,14446
8,14610,14649.9
9,14860,14853.8
10,15060,15057.7
11,15210,15261.6
12,15510,15465.5
1,16000,15933.3
2,16190,16136
3,16370,16338.7
4,16580,16541.4
5,16740,16744.1
6,16960,16946.8
7,17160,17149.6
8,17320,17352.3
9,17560,17555
10,17730,17757.7
11,17900,17960.4
12,18150,18163.1
1,18420,18365.8
2,18610,18568.5
3,18770,18771.3
4,18970,18974
5,19140,19176.7
6,19390,19379.4
7,19610,19582.1
8,19780,19784.8
9,20010,19987.5
10,20170,20190.2
11,20300,20393
12,20650,20595.7
1,21140,21069.1
2,21330,21271
3,21500,21473
4,21720,21674.9
5,21880,21876.9
6,22100,22078.8
7,22290,22280.7
8,22440,22482.7
9,22690,22684.6
10,22860,22886.6
11,23000,23088.5
12,23250,23290.5
1,23540,23492.4
2,23740,23694.4
3,23920,23896.3
4,24110,24098.3
5,24300,24300.2
6,24500,24502.1
7,24700,24704.1
8,24880,24906
9,25120,25108
10,25310,25309.9
11,25440,25511.9
12,25770,25713.8
1,26230,26179.9
2,26450,26382.1
3,26610,26584.2
4,26780,26786.4
5,26950,26988.5
6,27170,27190.7
7,27380,27392.8
8,27550,27595
9,27780,27797.1
10,28010,27999.3
11,28140,28201.4
12,28360,28403.6
1,28660,28605.7
2,28830,28807.9
3,29040,29010
4,29210,29212.2
5,29420,29414.3
6,29660,29616.5
7,29850,29818.6
8,29970,30020.8
9,30240,30222.9
10,30410,30425.1
11,30570,30627.2
12,30880,30829.4
1,31340,31291.2
2,31510,31492.8
3,31710,31694.4
4,31900,31896.1
5,32070,32097.7
6,32300,32299.3
7,32480,32500.9
8,32710,32702.5
9,32920,32904.1
10,33100,33105.7
11,33240,33307.3
12,33450,33508.9
1,33740,33710.6
2,33940,33912.2
3,34120,34113.8
4,34320,34315.4
5,34490,34517
6,34730,34718.6
7,34920,34920.2
8,35100,35121.8
9,35340,35323.4
10,35550,35525
11,35700,35726.7
12,35960,35928.3
1,36450,36395.5
2,36630,36596.8
3,36810,36798.1
4,36980,36999.4
5,37180,37200.7
6,37400,37402
7,37600,37603.3
8,37800,37804.6
9,38020,38005.9
10,38180,38207.2
11,38350,38408.5
12,38590,38609.8
1,38870,38811.1
2,39070,39012.4
3,39230,39213.7
4,39410,39415
5,39570,39616.3
6,39820,39817.6
7,40020,40018.9
8,40180,40220.2
9,40450,40421.5
10,40640,40622.8
11,40770,40824.1
12,41070,41025.4
1,41570,41502.5
2,41770,41704.2
3,41930,41905.8
4,42120,42107.4
5,42310,42309.1
6,42510,42510.7
7,42680,42712.4
8,42880,42914
