Bell No,Actual Time,Ideal time from medium response Kalman Filter
1,0,0
2,250,225.652
3,480,451.304
4,780,676.957
5,1020,902.609
6,1210,1128.26
7,1460,1353.91
8,1660,1579.57
9,1890,1805.22
10,2180,2030.87
11,2380,2256.52
12,2630,2482.17
1,2690,2707.83
2,2930,2933.48
3,3230,3159.13
4,3400,3384.78
5,3550,3610.43
6,3860,3836.09
7,4100,4061.74
8,4330,4287.39
9,4480,4513.04
10,4800,4738.7
11,4930,4964.35
12,5190,5190
1,5610,5623.11
2,5880,5836.81
3,6130,6050.51
4,6310,6264.21
5,6470,6477.9
6,6730,6691.6
7,6960,6905.3
8,7090,7119
9,7290,7332.69
10,7520,7546.39
11,7700,7760.09
12,7950,7973.79
1,8160,8187.48
2,8420,8401.18
3,8690,8614.88
4,8850,8828.58
5,9050,9042.28
6,9290,9255.97
7,9490,9469.67
8,9630,9683.37
9,9870,9897.07
10,10070,10110.8
11,10250,10324.5
12,10510,10538.2
1,10950,10980.3
2,11210,11189.9
3,11420,11399.5
4,11640,11609
5,11840,11818.6
6,12060,12028.2
7,12260,12237.7
8,12390,12447.3
9,12620,12656.9
10,12810,12866.4
11,13040,13076
12,13270,13285.6
1,13500,13495.1
2,13720,13704.7
3,13940,13914.3
4,14130,14123.8
5,14340,14333.4
6,14570,14543
7,14790,14752.6
8,14940,14962.1
9,15150,15171.7
10,15360,15381.3
11,15580,15590.8
12,15790,15800.4
1,16250,16248.7
2,16470,16456.7
3,16670,16664.7
4,16870,16872.7
5,17080,17080.7
6,17300,17288.7
7,17510,17496.7
8,17680,17704.7
9,17860,17912.7
10,18100,18120.7
11,18300,18328.7
12,18490,18536.7
1,18770,18744.7
2,19000,18952.7
3,19200,19160.7
4,19390,19368.7
5,19570,19576.7
6,19810,19784.7
7,20030,19992.7
8,20180,20200.6
9,20400,20408.6
10,20580,20616.6
11,20830,20824.6
12,21010,21032.6
1,21500,21497.6
2,21780,21705.2
3,21930,21912.8
4,22170,22120.4
5,22340,22328.1
6,22570,22535.7
7,22780,22743.3
8,22920,22950.9
9,23090,23158.5
10,23320,23366.1
11,23550,23573.8
12,23720,23781.4
1,23970,23989
2,24210,24196.6
3,24420,24404.2
4,24660,24611.8
5,24820,24819.4
6,25060,25027.1
7,25280,25234.7
8,25460,25442.3
9,25650,25649.9
10,25850,25857.5
11,26010,26065.1
12,26270,26272.8
1,26700,26727.9
2,26930,26936
3,27130,27144.2
4,27410,27352.3
5,27560,27560.5
6,27800,27768.6
7,27990,27976.7
8,28160,28184.9
9,28360,28393
10,28570,28601.1
11,28780,28809.3
12,28990,29017.4
1,29250,29225.6
2,29450,29433.7
3,29680,29641.8
4,29850,29850
5,30040,30058.1
6,30250,30266.2
7,30480,30474.4
8,30690,30682.5
9,30900,30890.7
10,31110,31098.8
11,31300,31306.9
12,31520,31515.1
1,31980,31969.1
2,32200,32176.6
3,32430,32384.2
4,32630,32591.7
5,32780,32799.2
6,32980,33006.8
7,33180,33214.3
8,33370,33421.8
9,33600,33629.4
10,33820,33836.9
11,34050,34044.4
12,34260,34252
1,34470,34459.5
2,34670,34667
3,34910,34874.6
4,35090,35082.1
5,35270,35289.6
6,35500,35497.2
7,35690,35704.7
8,35890,35912.3
9,36120,36119.8
10,36320,36327.3
11,36550,36534.9
12,36770,36742.4
1,37160,37191.5
2,37410,37398.9
3,37600,37606.3
4,37870,37813.7
5,38020,38021.1
6,38250,38228.5
7,38430,38435.9
8,38610,38643.3
9,38840,38850.7
10,39040,39058.1
11,39170,39265.5
12,39490,39472.9
1,39670,39680.3
2,39870,39887.7
3,40090,40095.1
4,40310,40302.5
5,40530,40509.9
6,40740,40717.3
7,40940,40924.7
8,41140,41132.1
9,41350,41339.5
10,41530,41546.9
11,41710,41754.3
12,42020,41961.7
1,42430,42416.8
2,42640,42624.5
3,42850,42832.1
4,43080,43039.8
5,43240,43247.4
6,43460,43455.1
7,43630,43662.8
8,43860,43870.4
9,44060,44078.1
10,44250,44285.7
11,44450,44493.4
12,44700,44701
1,44930,44908.7
2,45120,45116.3
3,45340,45324
4,45530,45531.7
5,45700,45739.3
6,45950,45947
7,46170,46154.6
8,46390,46362.3
9,46590,46569.9
10,46760,46777.6
11,46940,46985.3
12,47250,47192.9
1,47650,47653
2,47880,47861.2
3,48070,48069.4
4,48310,48277.7
5,48460,48485.9
6,48700,48694.1
7,48910,48902.4
8,49070,49110.6
9,49300,49318.8
10,49480,49527.1
11,49750,49735.3
12,49960,49943.6
1,50200,50151.8
2,50390,50360
3,50600,50568.3
4,50810,50776.5
5,50990,50984.7
6,51200,51193
7,51390,51401.2
8,51610,51609.4
9,51790,51817.7
10,51980,52025.9
11,52180,52234.1
12,52500,52442.4
1,52940,52911.8
2,53160,53118.9
3,53360,53326
4,53600,53533.1
5,53740,53740.3
6,53970,53947.4
7,54140,54154.5
8,54330,54361.6
9,54540,54568.7
10,54720,54775.8
11,54990,54982.9
12,55160,55190
1,55460,55397.2
2,55640,55604.3
3,55870,55811.4
4,56040,56018.5
5,56190,56225.6
6,56430,56432.7
7,56650,56639.8
8,56840,56846.9
9,57020,57054
10,57220,57261.2
11,57440,57468.3
12,57710,57675.4
1,58150,58145.6
2,58380,58353.4
3,58580,58561.2
4,58850,58768.9
5,58990,58976.7
6,59200,59184.4
7,59400,59392.2
8,59570,59600
9,59790,59807.7
10,59970,60015.5
11,60190,60223.3
12,60370,60431
1,60660,60638.8
2,60840,60846.5
3,61080,61054.3
4,61270,61262.1
5,61480,61469.8
6,61690,61677.6
7,61910,61885.3
8,62120,62093.1
9,62310,62300.9
10,62490,62508.6
11,62660,62716.4
12,62960,62924.1
1,63400,63397.4
2,63660,63605.4
3,63850,63813.3
4,64060,64021.3
5,64210,64229.3
6,64450,64437.2
7,64640,64645.2
8,64840,64853.2
9,65070,65061.2
10,65260,65269.1
11,65460,65477.1
12,65660,65685.1
1,65900,65893
2,66110,66101
3,66340,66309
4,66510,66517
5,66700,66724.9
6,66930,66932.9
7,67130,67140.9
8,67370,67348.8
9,67540,67556.8
10,67750,67764.8
11,67930,67972.7
12,68250,68180.7
1,68640,68644.1
2,68860,68851.5
3,69090,69058.8
4,69310,69266.1
5,69460,69473.4
6,69690,69680.7
7,69870,69888.1
8,70080,70095.4
9,70300,70302.7
10,70480,70510
11,70660,70717.3
12,70900,70924.7
1,71140,71132
2,71340,71339.3
3,71580,71546.6
4,71780,71753.9
5,71970,71961.3
6,72180,72168.6
7,72380,72375.9
8,72580,72583.2
9,72810,72790.5
10,73000,72997.9
11,73100,73205.2
12,73480,73412.5
1,73870,73878.1
2,74100,74086.2
3,74310,74294.4
4,74540,74502.6
5,74690,74710.8
6,74950,74918.9
7,75120,75127.1
8,75290,75335.3
9,75530,75543.5
10,75730,75751.7
11,75980,75959.8
12,76140,76168
1,76370,76376.2
2,76580,76584.4
3,76800,76792.5
4,76970,77000.7
5,77180,77208.9
6,77420,77417.1
7,77650,77625.2
8,77860,77833.4
9,78080,78041.6
10,78240,78249.8
11,78440,78458
12,78690,78666.1
1,79120,79122.1
2,79340,79330
3,79570,79537.9
4,79750,79745.8
5,79940,79953.6
6,80170,80161.5
7,80370,80369.4
8,80550,80577.3
9,80780,80785.2
10,80970,80993.1
11,81120,81201
12,81370,81408.8
1,81620,81616.7
2,81830,81824.6
3,82050,82032.5
4,82230,82240.4
5,82400,82448.3
6,82660,82656.2
7,82900,82864.1
8,83100,83071.9
9,83310,83279.8
10,83490,83487.7
11,83670,83695.6
12,83940,83903.5
2,84440,84373.2
1,84640,84580
4,84790,84786.8
3,84990,84993.5
6,85210,85200.3
5,85440,85407.1
8,85580,85613.8
7,85800,85820.6
10,85980,86027.4
9,86190,86234.1
12,86400,86440.9
11,86590,86647.7
1,86850,86854.5
2,87080,87061.2
4,87300,87268
6,87540,87474.8
3,87750,87681.5
8,87940,87888.3
5,88130,88095.1
10,88260,88301.9
7,88510,88508.6
12,88720,88715.4
9,88850,88922.2
11,89110,89128.9
