1,3170
2,3390
3,3590
4,3760
5,4000
6,4200
7,4480
8,4680
9,4970
10,5230
11,5420
12,5560
1,5820
2,6060
3,6280
4,6470
5,6630
6,6820
7,7070
8,7320
9,7490
10,7760
11,7890
12,8120
1,8680
2,8840
3,9000
4,9230
5,9440
6,9650
7,9840
8,10030
9,10150
10,10400
11,10550
12,10770
1,11030
2,11220
3,11430
4,11640
5,11850
6,12020
7,12270
8,12480
9,12630
10,12840
11,13010
12,13280
1,13730
2,13900
3,14060
4,14260
5,14460
6,14670
7,14880
8,15090
9,15250
10,15490
11,15600
12,15840
1,16040
2,16220
3,16430
4,16590
5,16800
6,17000
7,17220
8,17430
9,17650
10,17880
11,17990
12,18290
1,18680
2,18880
3,19030
4,19250
5,19440
6,19670
7,19870
8,20030
9,20190
10,20390
11,20520
12,20810
1,21000
2,21230
3,21400
4,21600
5,21820
6,21990
7,22230
8,22460
9,22560
10,22780
11,22990
12,23200
1,23650
2,23830
3,23980
4,24180
5,24380
6,24590
7,24810
8,24960
9,25120
10,25390
11,25570
12,25740
1,25940
2,26150
3,26320
4,26510
5,26700
6,26870
7,27130
8,27330
9,27530
10,27740
11,27950
12,28140
1,28540
2,28760
3,28930
4,29110
5,29300
6,29490
7,29700
8,29860
9,30080
10,30300
11,30490
12,30650
1,30840
2,31090
3,31270
4,31460
5,31620
6,31790
7,32030
8,32210
9,32440
10,32660
11,32840
12,33070
1,33450
2,33590
3,33760
4,33960
5,34200
6,34400
7,34650
8,34810
9,35000
10,35210
11,35360
12,35620
1,35800
2,35960
3,36140
4,36300
5,36490
6,36670
7,36920
8,37140
9,37320
10,37590
11,37750
12,37980
1,38390
2,38550
3,38720
4,38930
5,39140
6,39320
7,39520
8,39680
9,39870
10,40090
11,40310
12,40490
1,40670
2,40840
3,41050
4,41240
5,41420
6,41600
7,41870
8,42050
9,42220
10,42440
11,42600
12,42860
1,43300
2,43450
3,43620
4,43840
5,44040
6,44250
7,44470
8,44590
9,44750
10,44980
11,45160
12,45360
1,45560
2,45760
3,45950
4,46150
5,46340
6,46530
7,46760
8,46960
9,47140
10,47350
11,47440
12,47750
2,48150
1,48380
4,48530
3,48760
6,48960
5,49150
8,49290
7,49550
10,49680
9,49890
12,50100
11,50280
1,50520
2,50690
4,50910
6,51060
3,51300
8,51430
5,51670
10,51880
7,52110
12,52290
9,52460
11,52640
2,53050
1,53240
6,53450
4,53690
8,53780
3,54000
10,54200
5,54420
12,54630
7,54900
11,55040
9,55220
2,55450
6,55630
1,55810
4,55950
3,56160
8,56330
5,56560
10,56720
7,56950
12,57170
9,57350
11,57560
6,58070
2,58200
4,58360
1,58590
8,58700
3,58880
10,59090
5,59300
12,59520
7,59750
11,59930
9,60110
6,60250
2,60500
1,60690
4,60910
8,61080
10,61270
3,61490
12,61710
5,61920
11,62080
7,62300
9,62480
2,62950
6,63110
4,63310
1,63550
10,63630
8,63800
12,64020
3,64200
11,64440
5,64680
9,64860
7,65100
6,65260
2,65520
4,65680
10,65870
1,66000
8,66170
3,66400
12,66600
5,66840
11,66950
7,67210
9,67400
2,67830
6,68020
10,68200
4,68420
8,68580
1,68850
12,69010
3,69200
11,69400
5,69560
9,69790
7,70010
2,70190
10,70350
6,70600
4,70830
1,70990
8,71160
12,71360
11,71580
3,71780
9,71950
5,72140
7,72390
10,72760
2,72970
4,73200
6,73450
8,73610
1,73840
11,73970
12,74150
9,74340
3,74510
7,74740
5,74910
2,75150
10,75330
6,75560
4,75740
8,75960
11,76180
1,76300
12,76590
3,76780
9,76890
5,77130
7,77350
10,77740
2,77990
4,78160
6,78350
11,78550
8,78730
12,78960
1,79180
9,79360
3,79580
7,79770
5,79960
10,80140
4,80340
2,80540
11,80740
6,80940
8,81110
1,81330
12,81520
9,81660
7,81950
3,82180
5,82360
4,82770
10,82960
11,83100
2,83370
8,83520
6,83770
12,83950
1,84150
7,84330
9,84480
5,84690
3,84950
10,85160
4,85360
2,85530
11,85690
6,85890
8,86100
12,86360
7,86540
1,86690
9,86900
3,87160
5,87330
4,87760
10,87870
11,88070
2,88360
8,88450
6,88690
7,88950
12,89120
9,89300
1,89530
5,89680
3,89930
4,90150
11,90280
10,90510
8,90660
2,90870
7,91090
6,91290
12,91530
1,91680
9,91870
3,92160
5,92320
11,92720
4,92890
8,93070
10,93280
7,93540
2,93720
12,93920
6,94170
9,94320
1,94530
5,94650
3,94880
4,95100
11,95300
10,95500
8,95660
2,95890
7,96080
6,96300
12,96490
9,96680
5,96890
1,97090
3,97290
11,97700
4,97940
8,98100
10,98290
7,98550
2,98670
12,98900
6,99160
5,99290
9,99490
3,99690
1,99940
11,100070
8,100270
4,100520
7,100730
10,100880
12,101140
2,101230
5,101540
6,101780
9,101860
1,102110
3,102310
8,102650
11,102870
7,103110
4,103360
12,103510
10,103720
5,103910
2,104040
9,104300
6,104570
3,104730
1,104970
11,105050
8,105270
4,105530
7,105720
10,105890
12,106130
2,106330
5,106510
6,106700
9,106880
3,107110
1,107340
8,107670
11,107880
7,108120
4,108360
12,108530
10,108710
5,108950
2,109130
9,109320
6,109550
1,109780
3,109900
8,110050
7,110310
11,110460
12,110740
4,110960
5,111170
10,111320
9,111530
2,111700
6,111920
3,112160
1,112340
7,112740
8,112900
12,113100
11,113320
5,113510
4,113780
9,113920
10,114160
6,114340
2,114550
1,114810
3,114920
8,115160
7,115340
11,115460
12,115690
4,115950
5,116160
10,116350
9,116510
6,116720
1,116970
2,117110
3,117350
7,117740
8,117930
12,118130
11,118330
5,118520
4,118750
9,118930
10,119180
1,119430
6,119590
3,119780
2,119970
7,120120
12,120340
8,120560
5,120760
11,120900
9,121120
4,121330
10,121570
6,121770
1,121960
2,122160
3,122370
12,122740
7,122990
5,123160
8,123350
9,123550
11,123740
10,123970
4,124150
1,124440
6,124600
3,124790
2,124980
7,125170
12,125360
8,125490
5,125750
11,125910
9,126090
10,126340
1,126590
4,126790
6,126950
2,127160
3,127370
12,127790
7,128000
5,128190
8,128390
9,128540
11,128740
1,128990
10,129130
6,129400
4,129610
3,129780
2,129950
12,130170
5,130400
7,130590
9,130750
8,131020
11,131170
10,131350
1,131550
6,131750
3,132000
4,132240
2,132350
5,132780
12,133010
9,133180
7,133430
11,133620
8,133790
1,134080
10,134120
3,134330
6,134560
2,134790
4,135000
12,135240
5,135480
7,135630
9,135790
11,136020
1,136240
8,136420
10,136560
6,136750
3,136980
4,137200
2,137400
5,137780
12,138030
9,138210
7,138440
1,138680
11,138820
10,139050
8,139260
3,139430
6,139600
2,139810
4,139980
5,140220
9,140450
12,140650
7,140810
11,141030
1,141250
10,141450
3,141710
8,141860
2,142020
6,142180
4,142470
9,142850
5,143060
7,143230
12,143440
1,143700
11,143860
3,144080
10,144250
2,144460
8,144700
4,144910
6,145110
5,145260
9,145480
7,145670
1,145900
12,146040
11,146260
10,146490
3,146660
8,146910
2,147060
6,147260
4,147550
9,147900
5,148110
1,148390
7,148550
11,148680
12,148900
3,149100
10,149250
2,149470
8,149690
4,149920
6,150140
9,150320
5,150500
7,150730
1,150980
11,151090
3,151330
12,151530
2,151720
10,151870
4,152110
8,152340
6,152570
5,152940
9,153160
1,153430
7,153590
3,153780
11,153970
2,154170
12,154340
4,154510
10,154700
6,154910
8,155130
5,155410
1,155620
9,155770
7,155990
11,156180
3,156350
12,156600
2,156760
10,156930
4,157190
8,157420
6,157650
1,158060
5,158210
7,158420
9,158630
3,158840
11,159050
2,159210
12,159420
4,159600
10,159760
6,159960
8,160170
5,160450
1,160680
7,160870
3,161080
9,161250
2,161410
11,161560
4,161800
12,161990
6,162250
10,162390
8,162630
1,163110
5,163260
3,163430
7,163640
2,163860
9,164000
4,164190
11,164380
6,164620
12,164820
8,165040
10,165240
1,165470
5,165630
7,165840
3,166050
9,166270
2,166440
11,166570
4,166800
12,167040
6,167260
10,167430
8,167690
5,168110
1,168330
3,168470
7,168690
2,168840
9,169070
4,169240
11,169440
6,169630
12,169840
8,170030
10,170230
1,170520
5,170690
3,170830
2,171060
7,171230
4,171430
9,171650
6,171830
11,172000
8,172210
12,172410
10,172680
5,173160
1,173360
2,173490
3,173590
4,173820
7,174060
6,174260
9,174430
8,174670
11,174830
10,175060
12,175250
5,175490
2,175640
1,175880
3,176050
7,176250
4,176420
9,176590
6,176860
11,177020
8,177280
12,177480
10,177720
2,178100
5,178250
3,178480
1,178720
4,178860
7,179070
6,179300
9,179450
8,179680
11,179870
10,180020
12,180230
2,180520
5,180680
1,180880
3,181060
4,181290
6,181460
7,181660
8,181910
9,182070
10,182270
11,182450
12,182700
5,183150
2,183300
3,183480
1,183720
6,183880
4,184100
8,184280
7,184540
10,184690
9,184840
12,185110
11,185290
2,185460
5,185680
3,185890
6,186060
1,186290
4,186490
7,186690
8,186920
9,187050
10,187290
11,187390
12,187700
5,188130
2,188330
6,188510
3,188740
4,188900
1,189150
8,189240
7,189510
10,189630
9,189820
12,190080
11,190280
5,190480
6,190700
2,190890
3,191080
1,191310
4,191550
8,191670
10,191830
7,192070
12,192320
9,192460
11,192690
6,193160
5,193340
3,193550
2,193740
4,193840
1,194150
10,194240
8,194450
12,194740
7,194920
11,195160
9,195270
5,195570
6,195750
2,195890
3,196080
4,196260
10,196500
1,196650
8,196830
7,197090
12,197330
9,197490
11,197710
6,198170
5,198380
3,198510
2,198740
10,198870
4,199080
8,199260
1,199550
12,199710
7,199920
11,200140
9,200320
6,200510
3,200760
5,200900
10,201110
2,201300
4,201470
1,201670
8,201840
12,202110
11,202310
7,202490
9,202750
3,203130
6,203300
10,203520
5,203730
4,203940
2,204150
8,204310
1,204550
11,204710
12,204910
9,205110
7,205320
6,205520
3,205770
5,205910
10,206140
2,206310
4,206510
8,206680
11,206930
1,207100
12,207360
7,207540
9,207730
3,208160
6,208340
10,208540
5,208750
4,208960
2,209160
11,209380
8,209570
12,209750
1,209990
9,210130
7,210350
3,210580
10,210770
6,210930
4,211180
5,211330
11,211570
2,211720
8,211910
1,212170
12,212320
7,212560
9,212740
10,213200
3,213380
4,213570
6,213790
11,214040
5,214190
8,214350
2,214600
12,214790
1,214970
9,215140
7,215370
3,215600
10,215780
6,215970
4,216200
5,216380
11,216630
2,216780
8,216900
12,217200
9,217370
1,217600
7,217800
10,218160
3,218350
4,218560
6,218760
11,219040
5,219230
8,219410
2,219580
9,219800
